Team;League;Year;outcome;RA;W;OBP;SLG;BA;Playoffs;RankSeason;RankPlayoffs;G;OOBP;OSLG
24.0;0.0;1965;611;604;77;0.299;0.364;0.235;0;?;?;162;?;?
26.0;1.0;1965;654;667;85;0.313;0.384;0.25;0;?;?;162;?;?
27.0;1.0;1965;675;580;90;0.317;0.382;0.265;0;?;?;163;?;?
31.0;1.0;1965;682;593;95;0.313;0.385;0.252;0;?;?;163;?;?
32.0;1.0;1965;707;674;80;0.314;0.371;0.254;0;?;?;162;?;?
37.0;0.0;1965;591;721;70;0.304;0.35;0.228;0;?;?;162;?;?
3.0;0.0;1964;679;567;97;0.316;0.387;0.248;0;?;?;163;?;?
4.0;0.0;1964;688;793;72;0.322;0.41600000000000004;0.258;0;?;?;162;?;?
6.0;1.0;1964;649;724;76;0.314;0.39;0.251;0;?;?;162;?;?
7.0;0.0;1964;642;501;98;0.32;0.353;0.247;0;?;?;162;?;?
8.0;1.0;1964;660;566;92;0.308;0.37200000000000005;0.249;0;?;?;163;?;?
9.0;0.0;1964;689;693;79;0.312;0.38;0.247;0;?;?;164;?;?
11.0;0.0;1964;699;678;85;0.319;0.395;0.253;0;?;?;163;?;?
13.0;1.0;1964;495;628;66;0.285;0.315;0.22899999999999998;0;?;?;162;?;?
14.0;0.0;1964;621;836;57;0.311;0.379;0.239;0;?;?;163;?;?
16.0;0.0;1964;544;551;82;0.304;0.344;0.242;0;?;?;162;?;?
17.0;1.0;1964;614;572;80;0.305;0.34;0.25;0;?;?;164;?;?
20.0;0.0;1964;737;678;79;0.322;0.42700000000000005;0.252;0;?;?;163;?;?
21.0;1.0;1964;803;744;88;0.33299999999999996;0.418;0.272;0;?;?;162;?;?
23.0;1.0;1964;569;776;53;0.29600000000000004;0.348;0.24600000000000002;0;?;?;163;?;?
24.0;0.0;1964;730;577;99;0.317;0.387;0.253;1;1.0;2.0;164;?;?
26.0;1.0;1964;693;632;92;0.315;0.391;0.258;0;?;?;162;?;?
27.0;1.0;1964;663;636;80;0.315;0.389;0.264;0;?;?;162;?;?
31.0;1.0;1964;656;587;90;0.31;0.382;0.24600000000000002;0;?;?;162;?;?
32.0;1.0;1964;715;652;93;0.324;0.392;0.272;1;2.0;1.0;162;?;?
37.0;0.0;1964;578;733;62;0.299;0.348;0.231;0;?;?;162;?;?
3.0;0.0;1963;644;621;86;0.31;0.38;0.249;0;?;?;162;?;?
4.0;0.0;1963;666;704;76;0.312;0.4;0.252;0;?;?;161;?;?
6.0;1.0;1963;570;578;82;0.297;0.363;0.23800000000000002;0;?;?;162;?;?
7.0;0.0;1963;683;544;94;0.32299999999999995;0.365;0.25;0;?;?;162;?;?
8.0;1.0;1963;648;594;86;0.31;0.371;0.24600000000000002;0;?;?;162;?;?
9.0;0.0;1963;635;702;79;0.301;0.381;0.239;0;?;?;162;?;?
11.0;0.0;1963;700;703;79;0.327;0.382;0.252;0;?;?;162;?;?
13.0;1.0;1963;464;640;66;0.28300000000000003;0.301;0.22;0;?;?;162;?;?
14.0;0.0;1963;615;704;73;0.313;0.353;0.247;0;?;?;162;?;?
16.0;0.0;1963;597;660;70;0.309;0.354;0.25;0;?;?;161;?;?
17.0;1.0;1963;640;550;99;0.309;0.35700000000000004;0.251;1;2.0;1.0;163;?;?
20.0;0.0;1963;767;602;91;0.325;0.43;0.255;0;?;?;161;?;?
21.0;1.0;1963;677;603;84;0.312;0.37;0.244;0;?;?;163;?;?
23.0;1.0;1963;501;774;51;0.285;0.315;0.21899999999999997;0;?;?;162;?;?
24.0;0.0;1963;714;547;104;0.309;0.40299999999999997;0.252;1;1.0;2.0;161;?;?
26.0;1.0;1963;642;578;87;0.306;0.381;0.252;0;?;?;162;?;?
27.0;1.0;1963;567;595;74;0.309;0.359;0.25;0;?;?;162;?;?
31.0;1.0;1963;725;641;88;0.316;0.414;0.258;0;?;?;162;?;?
32.0;1.0;1963;747;628;93;0.326;0.40299999999999997;0.271;0;?;?;162;?;?
37.0;0.0;1963;578;812;56;0.293;0.35100000000000003;0.22699999999999998;0;?;?;162;?;?
3.0;0.0;1962;652;680;77;0.314;0.387;0.248;0;?;?;162;?;?
4.0;0.0;1962;707;756;76;0.324;0.40299999999999997;0.258;0;?;?;160;?;?
6.0;1.0;1962;632;827;59;0.317;0.377;0.253;0;?;?;162;?;?
7.0;0.0;1962;707;658;85;0.33399999999999996;0.37200000000000005;0.257;0;?;?;162;?;?
8.0;1.0;1962;802;685;98;0.332;0.41700000000000004;0.27;0;?;?;162;?;?
9.0;0.0;1962;682;745;80;0.312;0.38799999999999996;0.245;0;?;?;162;?;?
11.0;0.0;1962;758;692;85;0.33;0.41100000000000003;0.248;0;?;?;161;?;?
13.0;1.0;1962;592;717;64;0.31;0.35100000000000003;0.24600000000000002;0;?;?;162;?;?
14.0;0.0;1962;745;837;72;0.332;0.386;0.263;0;?;?;162;?;?
16.0;0.0;1962;718;706;86;0.325;0.38;0.25;0;?;?;162;?;?
17.0;1.0;1962;842;697;102;0.337;0.4;0.268;0;?;?;165;?;?
20.0;0.0;1962;798;713;91;0.33799999999999997;0.41200000000000003;0.26;0;?;?;163;?;?
21.0;1.0;1962;730;665;86;0.326;0.40299999999999997;0.252;0;?;?;162;?;?
23.0;1.0;1962;617;948;40;0.318;0.361;0.24;0;?;?;161;?;?
24.0;0.0;1962;817;680;96;0.337;0.426;0.267;1;2.0;1.0;162;?;?
26.0;1.0;1962;705;759;81;0.33;0.39;0.26;0;?;?;161;?;?
27.0;1.0;1962;706;626;93;0.321;0.39399999999999996;0.268;0;?;?;161;?;?
31.0;1.0;1962;878;690;103;0.341;0.441;0.278;1;1.0;2.0;165;?;?
32.0;1.0;1962;774;664;84;0.335;0.39399999999999996;0.271;0;?;?;163;?;?
37.0;0.0;1962;599;716;60;0.308;0.373;0.25;0;?;?;162;?;?
