region-centroid-col;region-centroid-row;region-pixel-count;short-line-density-5;short-line-density-2;vedge-mean;vegde-sd;hedge-mean;hedge-sd;intensity-mean;rawred-mean;rawblue-mean;rawgreen-mean;exred-mean;exblue-mean;exgreen-mean;value-mean;saturation-mean;hue-mean;binaryClass
?;94;9;0;?;0.722223;0.285185;0.444445;0.42963;?;16;28.7778;?;-12.6667;25.6667;?;?;0.451546;-2.08489;0
71;95;?;?;?;?;?;2.66667;?;?;?;15.4444;8.33333;?;17.7778;-3.55556;?;0.698902;-2.44501;0
216;78;9;0;0;1.33333;?;4.33333;?;36.1111;31.3333;46;31;-14.3333;?;-15.3333;?;?;?;0
251;173;9;?;0;?;?;?;?;56.7778;49.8889;?;?;-20.6667;44.3333;-23.6667;?;?;-2.0482;0
172;60;9;0;0;?;0.388886;?;?;?;?;138.333;?;-29;44;?;?;?;-2.29339;0
?;?;?;0;0;1.05556;0.975629;?;?;?;?;?;?;-16.4444;?;-13.7778;?;0.601444;?;0
82;?;?;0.111111;0;0.722223;0.240741;1.33333;?;17.7778;?;21;?;?;?;?;?;0.376024;-1.27656;1
?;36;9;0;?;0;0;?;0;?;?;0;?;?;?;?;?;0;0;0
216;?;?;0;?;?;?;?;0.172133;0.111111;?;0.333333;0;-0.333333;?;?;0.333333;?;-2.0944;0
181;?;9;0;?;2.66667;?;13.3889;?;42.1852;?;51.3333;?;-17.2222;27.4444;?;?;?;?;0
168;?;9;?;?;0;0;?;0;?;?;?;0;0;?;0;?;0;0;0
47;?;?;0;0;1.27778;1.25462;?;?;12.7037;?;?;18.1111;?;-11.1111;?;18.1111;0.500966;1.87536;0
?;?;9;?;0;0.222222;0.02963;?;0.088889;?;?;?;0;?;?;-3;?;?;?;0
180;?;9;?;0;0.055556;0.136083;?;0.136083;?;0;?;?;-0.111111;0.222222;-0.111111;?;0.111111;?;0
?;200;9;0;?;?;?;?;?;?;52.2222;?;?;-19.1111;?;-23.1111;?;0.300181;-2.02885;0
151;187;?;?;0;?;0.740741;?;1.04074;11.6296;9.33333;?;?;?;?;12.7778;15.8889;0.428363;?;0
?;113;?;?;?;0.944444;?;?;?;29.3333;?;37;26.1111;-13.3333;23;-9.66667;?;0.327385;?;0
147;51;9;0.111111;0;?;?;?;?;?;117;140.222;?;-28;?;-13.6667;?;0.165549;-2.30669;0
14;?;9;?;?;?;0.474074;1.11111;?;?;8;?;?;?;15.2222;-7.44444;15.6667;?;?;0
6;?;?;0;0;?;0.088889;0.5;0.077778;1.14815;0.222222;?;0.222222;?;?;?;3;1;?;0
136;?;9;0.111111;0;1.94444;?;2;?;?;19.1111;34.8889;?;-16.7778;?;-13.7778;34.8889;?;-2.16105;0
94;136;?;?;?;0.222222;?;0.222222;0.02963;2.55556;?;?;0.888889;?;?;-5;5.77778;?;-2.07124;0
?;36;?;0;?;0.444445;?;0.388889;0.327731;?;?;13.6667;5.11111;-8.77778;?;?;13.6667;?;?;0
202;193;9;0;0;?;?;3.38889;?;41.7037;?;?;?;-11.4444;26.8889;?;?;?;?;0
64;196;?;?;0;2.66667;2.3758;?;?;?;?;?;43.8889;-16.6667;?;-18;61.4444;?;?;0
?;85;9;?;?;?;1.05185;1.77778;?;?;18.8889;21.8889;13.1111;?;?;?;21.8889;?;-1.38687;1
47;?;?;0;0;?;?;1.16667;0.888194;23.7407;?;?;?;?;0.111111;?;28.7778;0.351487;?;0
?;?;?;0;0;?;0.177777;2.55556;2.87407;43.8148;41.1111;51.8889;38.4444;?;24.2222;-16.1111;?;?;?;0
145;?;?;?;0.111111;?;?;9.94444;?;11.2963;?;?;8.55556;-10.5556;18.7778;-8.22222;?;0.747294;-2.14053;0
170;185;?;?;0;?;?;1.44444;?;10.7407;8.11111;?;14.3333;-7.88889;?;?;14.3333;0.435185;?;0
231;30;?;?;0.111111;0.722222;?;?;2.79682;7.03704;?;11.6667;4.66667;-6.77778;?;?;?;0.613718;-2.04728;0
18;?;?;0;?;?;0.207407;?;?;?;?;149.111;?;-17.7778;26.5556;?;149.111;?;-2.29238;0
?;?;9;0;?;?;1.06979;8.33333;?;?;?;?;?;-21.3333;42.6667;-21.3333;71.5556;?;-2.09375;0
?;?;9;?;?;?;?;?;1.31852;?;?;?;3.55556;?;?;-3.33333;?;?;-2.39542;0
?;?;?;?;?;3.72222;21.7963;?;71.5741;?;5.88889;?;?;?;13.2222;-6.11111;12.6667;?;-2.14762;0
186;?;9;0;?;?;?;?;0.862948;?;129.444;145.556;?;-18.2222;30.1111;?;?;?;-2.23262;0
63;122;9;?;?;0;0;?;?;0.333333;0;1;0;?;?;?;1;1;?;0
?;?;9;?;?;1.88889;1.37706;0.888889;1.40897;3.85185;1.66667;?;2.66667;?;?;?;7.22222;?;?;0
189;?;9;0;0.111111;?;0.843274;?;?;?;45.8889;62.3333;43.5556;-14.1111;35.2222;-21.1111;62.3333;?;-1.96448;0
?;?;9;?;?;?;?;0.777777;1.0037;?;45.6667;?;?;-1.88889;?;?;51.1111;?;?;0
222;93;9;0;?;?;0.062963;0.166667;0.033333;2.44444;1;?;?;-4.33333;9;?;5.44444;0.878395;?;0
14;?;9;0.111111;?;0.888889;0.474074;1.11111;?;10.5926;8;?;?;-7.77778;15.2222;-7.44444;15.6667;?;-2.10891;0
?;?;?;?;?;11.0556;?;1.11111;?;?;58.2222;78.4444;?;?;41.4444;?;?;0.271659;-2.03882;0
56;?;?;0;?;4.55556;13.4074;6.77778;?;?;4.55556;13;6.33333;?;?;?;?;0.730592;?;0
?;176;9;?;0.111111;?;1.06284;?;?;53.6667;47.1111;67.6667;?;-19.6667;42;?;67.6667;0.318137;-2.05226;0
18;?;9;0;0;?;1.20493;2.77778;?;?;51.4444;72;?;?;42.3333;?;?;0.302525;-2.03854;0
112;?;9;0;?;?;?;1.44444;?;?;117.444;142.556;122.667;-30.3333;?;-14.6667;?;?;-2.31105;0
2;?;9;?;0;2.16667;2.38889;?;1.52963;?;17.3333;?;13.6667;?;?;-15.2222;?;0.457681;?;1
?;?;?;0.111111;?;?;?;1.66667;3.11111;49.8519;?;59.5556;44;-11.5556;?;-17.5556;59.5556;?;?;0
132;?;?;0;0;?;?;?;?;43.5185;40.2222;?;37.7778;-9.88889;27.1111;-17.2222;52.5556;?;?;0
144;139;9;?;0;?;3.94445;?;?;?;57.8889;78.7778;?;-20.3333;?;-22;?;?;-2.06547;0
231;13;?;0;?;?;?;?;1.05409;?;?;135.778;?;-36.3333;51.3333;?;?;?;?;0
93;?;9;0;?;1.83333;1.20646;?;?;61.5926;54.6667;76.6667;?;-20.7778;?;-24.4444;?;?;-2.03712;0
28;?;9;0;0;?;?;3.22222;?;55.8889;49.7778;?;?;-18.3333;40;?;?;?;?;0
148;109;?;0;0;0.999999;?;?;?;?;?;?;?;-20.5556;?;-19.8889;?;?;-2.10548;0
54;133;?;?;?;?;1.00741;0.5;0.344444;5.37037;?;?;?;?;10.8889;-5.77778;9;0.630471;?;0
?;?;9;?;?;0.666667;0.488889;?;?;2.7037;0.555556;?;1.88889;?;8.88889;-2.44444;5.66667;0.917989;-2.35839;0
?;?;?;?;?;1.5;1.00554;1.61111;1.28956;16.1852;14.4444;12.7778;21.3333;?;-10.2222;15.4444;21.3333;?;?;0
62;144;?;0;?;0.277778;0.062963;0.722222;?;?;?;?;2.66667;?;?;-6.44444;?;?;?;1
235;46;9;?;0;1.16667;?;?;0.596282;114.63;100.889;132.889;?;-41.2222;?;?;?;?;-2.39503;0
167;189;?;0;?;?;?;?;?;?;?;?;?;-21.2222;42.1111;?;?;?;?;0
222;189;9;?;0;?;?;1;?;17.2963;14.5556;?;23.2222;-8.22222;?;17.7778;23.2222;0.41042;2.06044;0
?;94;?;?;0;?;?;0.611111;0.490653;9.11111;5.88889;?;?;?;?;?;15.2222;?;-2.12934;0
178;43;9;0;?;?;?;?;0.740737;?;?;140.222;?;?;44.8889;?;?;?;?;0
40;17;9;0;?;?;?;1.44445;?;?;62.4444;86.5556;?;-24.2222;?;-23.8889;86.5556;?;-2.09852;0
156;?;9;0;?;1.05555;?;?;0.544332;38.037;35.6667;44.1111;34.3333;-7.11111;18.2222;?;?;0.221187;-1.94975;0
155;20;9;0;?;0.611112;0.327729;?;0.327729;?;?;129.556;?;?;?;?;?;0.240108;-2.38521;0
174;?;9;0;0;?;?;?;1.35184;135.926;?;147.333;131.889;-22.1111;34.2222;-12.1111;?;?;-2.27715;0
106;?;?;0;0;?;3.03132;?;?;?;55.1111;?;?;?;49.6667;-26;?;0.317523;-2.06229;0
244;108;?;?;0;?;5.10229;?;0.827759;?;20;?;20.6667;-11.1111;20.2222;-9.11111;?;?;?;0
?;?;?;?;?;1.27778;0.774074;?;0.844445;?;15.2222;?;?;-12.6667;-3.66667;16.3333;?;0.38821;2.41945;0
?;?;9;?;0;0.944444;1.16269;1.16667;?;?;24.4444;?;26.2222;-18.1111;30.8889;?;?;0.400536;-2.20716;0
?;235;?;0;0;1.38889;?;1.05556;0.490653;9.18519;6.77778;?;12.7778;-7.22222;-3.55556;10.7778;12.7778;0.482192;?;0
?;233;?;?;?;?;0.740741;?;?;12.5926;?;?;?;?;-2.11111;13.2222;?;0.478222;?;0
52;196;9;?;0;1.44444;1.32777;?;?;46.0741;?;?;40.6667;?;?;-16.2222;?;?;?;0
?;?;9;0;0;?;2.99382;?;?;?;44.6667;?;?;-17;?;?;62.2222;?;?;0
?;?;9;?;?;0.888889;0.562963;7.55556;4.60741;14.0741;?;?;?;?;?;?;17.6667;?;?;0
?;?;9;0;0;?;?;?;0.240741;?;1.11111;?;?;-5.55556;10.4444;-4.88889;6.44444;0.829233;?;0
140;247;?;0;0;?;3.18889;2.66667;?;?;6;?;?;-6.33333;?;13;12.4444;?;2.11789;0
114;181;?;0;0;?;?;0.888889;1.0963;?;15.8889;?;25.1111;-12.1111;?;?;25.1111;?;2.42082;0
44;?;9;0;0;?;0.936897;1.05555;?;?;114.667;?;?;-33.6667;?;?;141.778;?;-2.348;0
?;140;9;?;0;?;0.490653;0.444444;0.344265;1.03704;?;?;0.444444;-0.777778;?;-1.77778;1.88889;0.814815;-1.83888;0
95;?;?;0;0;?;0.32963;1.5;?;?;93.2222;?;?;-41.6667;65;-23.3333;128.778;?;-2.27107;0
?;113;9;?;?;0.444444;0.207407;0.444444;?;5.51852;?;?;3;4.11111;?;-7.55556;6.88889;?;?;1
241;70;?;?;?;?;?;?;?;39.963;?;48.3333;?;-10.5556;25.1111;-14.5556;48.3333;0.274051;?;0
34;?;9;0;0;?;0.172131;1.55555;?;?;60.6667;88.1111;62.3333;-29.1111;53.2222;-24.1111;?;?;-2.15499;0
?;?;9;?;0;?;?;?;?;?;45;62.1111;?;-15.5556;?;-20.2222;?;?;-2.00738;0
?;192;?;?;?;?;1.00741;?;?;9.96296;?;7.44444;13.7778;-3.88889;?;?;13.7778;0.476236;1.90846;0
141;?;?;?;?;1.44444;1.00741;2.16667;?;?;?;36.8889;20.4444;-8.88889;29.1111;-20.2222;36.8889;?;?;1
160;187;?;0.111111;?;?;?;?;?;?;44.6667;?;?;-14.4444;?;-19.7778;?;?;-1.99063;0
224;?;9;0;0;?;?;?;?;11.7407;8.66667;?;?;?;?;?;?;0.454547;2.3866;0
190;?;9;0;?;2.11111;?;13.9444;?;41.3333;?;?;?;?;29.3333;?;?;0.298471;-2.49461;0
162;?;?;?;0;?;0.996296;3.16667;?;13.963;10.1111;?;17.3333;?;1.44444;10.1111;17.4444;0.425501;2.70705;0
200;215;?;?;?;?;?;4.72222;?;23.037;17.1111;22.5556;?;?;-1.44444;?;?;0.420767;2.56105;0
?;182;?;0;0;3.05556;4.21329;4;?;58.4074;52.5556;72.5556;50.1111;-17.5556;?;-24.8889;72.5556;?;-1.97849;0
?;122;9;?;?;0.277778;?;0.555556;0.118519;5.62963;?;6.66667;3.22222;?;3.11111;?;7.22222;?;?;1
163;?;?;0;?;1.83333;?;1.55556;0.962963;?;?;68.2222;?;-14.3333;?;-20;68.2222;0.265053;?;0
?;?;?;?;0;2.72222;?;?;?;12.1481;?;10.3333;?;-7.77778;?;13.2222;?;?;?;0
?;235;?;?;0;?;1.84074;1.72222;3.57407;10.8889;7.55556;?;15.7778;?;-4.66667;14.6667;15.7778;0.520399;2.31624;0
78;?;9;0;0;0.666667;0.666666;?;0.772201;?;?;131.111;?;-40.8889;54.4444;-13.5556;131.111;?;-2.39506;0
?;?;9;0.111111;?;?;?;?;?;60.0741;53.2222;75.4444;?;-20.5556;46.1111;?;75.4444;?;?;0
?;?;9;?;?;0.444444;?;?;0.107407;6.40741;?;7.44444;3.77778;?;?;?;8;0.528219;?;1
85;?;9;0;0;1.33333;1.28889;1.27778;1.21852;?;21.2222;26.7778;15.8889;-0.222222;?;-16.2222;26.7778;0.404792;-1.5586;1
?;126;9;0;0;0.388889;?;?;?;?;7.44444;6.77778;?;5;3;?;7.44444;0.581349;-0.895807;1
?;?;?;0;0;0.666667;0.266666;?;0.344444;?;?;?;18.7778;-18.5556;32.7778;?;34.4444;?;?;0
?;212;?;?;0;?;1.42222;?;?;8.03704;6;?;11.3333;?;?;?;11.3333;0.513395;2.24265;0
?;?;9;0;?;?;?;1;0.311111;6.44444;?;?;3.77778;2.66667;?;-8;8.22222;0.53858;?;1
?;?;?;?;?;1.11111;0.740741;9.77778;21.763;13.037;?;?;10.3333;-9.44444;17.5556;?;?;?;-2.13737;0
?;?;?;?;0;?;1.2;2.66667;?;?;17.1111;?;23.8889;-7.55556;?;12.7778;?;0.285691;?;0
?;133;?;0;?;?;?;0.444445;?;?;?;?;6.66667;?;?;?;?;?;-2.13874;0
42;244;?;0.111111;0;1.11111;1.4707;1.11111;?;12.8148;?;?;?;?;?;?;17.2222;?;?;0
71;?;9;?;?;2.77778;?;5.11111;3.27407;?;?;29.1111;16.7778;-1.88889;?;?;?;0.420486;-1.62233;1
?;149;?;0;?;?;0;0;0;?;0;0;?;0;0;0;?;?;0;0
?;62;?;0;?;0.333333;0.298142;0.444444;?;6.44444;4.11111;?;3.77778;-7;15;-8;11.4444;0.67037;-2.04872;0
?;?;9;0;0;?;?;0.944444;0.551851;21.4074;21.3333;26.6667;?;-0.222222;15.7778;-15.5556;26.6667;?;?;1
?;?;?;0;?;?;?;1.16667;?;6.11111;?;7.66667;3.55556;3;4.66667;?;7.77778;?;-1.16325;1
140;?;9;?;?;0.499999;?;0.888887;0.207408;105.481;?;127.333;?;?;?;?;127.333;0.283524;-2.28664;0
?;138;9;?;0;2.44444;?;7.83333;?;12.1852;?;?;9.11111;-11.8889;?;?;?;?;-2.1721;0
?;?;9;?;?;?;1.00554;1.72222;?;?;?;12;17.2222;-7.44444;-4.11111;11.5556;17.2222;0.371914;2.25533;0
?;240;9;0.111111;0;?;?;2.44444;?;14.1481;?;13;?;-9.77778;-3.44444;?;?;?;2.39249;0
?;?;?;0;?;?;?;?;?;18.5185;?;?;?;?;14.4444;?;23.3333;?;-2.11392;0
?;?;9;?;?;0.388889;?;0.277777;0.250924;?;?;?;?;?;?;?;26.8889;0.50381;-2.17832;0
?;?;9;0;?;?;0.562963;1.5;0.700001;?;17.2222;?;?;-2.55556;16.7778;-14.2222;23.6667;?;?;1
?;218;?;0;0;?;0.744444;?;?;13.7037;?;12.6667;?;-9.11111;?;12.2222;17.7778;0.401347;2.38268;0
179;101;9;?;?;?;0.385187;?;?;?;?;147.222;?;?;36.8889;?;?;0.141107;-2.32873;0
227;44;9;?;?;?;?;1.61111;0.998146;?;?;58;42.5556;-14.7778;?;?;?;0.271987;-2.07047;0
?;145;?;0;0.111111;?;4.53464;?;6.11283;?;9.88889;20.1111;10.3333;?;?;?;20.1111;0.532728;?;0
133;181;?;?;0;2.38889;2.16453;?;?;?;37.7778;?;?;?;24.8889;-14.4444;49.5556;0.265619;?;0
?;?;9;?;?;0;?;?;0;?;0;0;?;?;?;0;0;0;?;0
206;?;9;0;?;?;?;?;?;?;111.333;139;?;-33;50;?;139;?;-2.29717;0
?;117;9;0;?;?;0.403687;?;0.742868;?;39.5556;58.4444;?;-19;37.6667;-18.6667;?;0.330477;-2.09948;0
?;?;?;?;0;2;1.63299;?;?;?;?;?;25.1111;-12;-7.33333;19.3333;25.1111;0.431215;?;0
?;163;?;?;0;2.05556;?;?;?;40;?;?;?;-16.3333;?;-7.66667;?;0.263846;-2.51749;0
130;?;?;0;?;7.27778;?;9.44444;?;?;?;?;?;-12.7778;17.5556;-4.77778;?;0.575126;?;0
170;?;?;?;0;2.27778;?;?;?;51.1111;?;63.3333;?;?;36.6667;?;63.3333;?;?;0
152;18;9;?;?;0.777777;?;?;0.272164;?;97.2222;130.444;108.667;-44.6667;?;?;?;0.254668;-2.45498;0
166;65;9;0;?;0.777777;?;?;?;?;82.7778;?;?;?;?;-27.6667;?;?;-2.23914;0
?;?;?;?;0;2.27778;?;3.27778;1.44074;21.9259;20.5556;28.7778;16.4444;-4.11111;20.5556;-16.4444;28.7778;?;?;1
192;51;?;0;0;?;?;?;?;?;?;127;?;-40.5556;54.7778;?;?;?;?;0
?;?;9;?;0;1.83333;3.45556;3.05556;?;?;9.44444;?;14.3333;?;?;?;14.3333;?;?;0
42;201;?;?;0;?;?;?;?;59.3333;52.5556;?;?;?;44;?;?;?;-2.04251;0
162;?;9;0;0;0.944445;0.53403;?;0.712327;?;?;130.667;?;-41.2222;?;?;?;?;?;0
?;?;?;?;0;0.833333;0.433333;1.16667;0.255555;?;?;?;0.777778;?;8.44444;-3.22222;4.66667;0.984127;-2.22266;0
45;?;?;?;?;0.777778;0.340741;0.777778;?;?;?;6.44444;0.333333;-6.55556;12.4444;-5.88889;6.44444;0.986111;-2.1239;0
208;90;?;0;0;2.88889;?;0.722222;0.062963;5.14815;2.77778;?;?;?;?;-7.44444;10;0.797212;?;0
159;40;9;?;?;?;?;0.555556;?;?;114.222;141.667;?;-32.7778;49.5556;?;?;0.193665;?;0
?;?;?;?;?;0.5;0.077778;0.388889;0.151852;0.518518;0;?;0;?;?;-1.55556;1.55556;?;?;0
83;?;?;?;0;?;0.344265;0.722221;0.389682;?;51.8889;?;52;-22.6667;?;-22.3333;74.4444;?;-2.09885;0
181;27;?;0;?;0.722221;?;?;0.255555;?;?;146.556;?;-16.5556;25.4444;?;?;0.096263;-2.26453;0
129;188;9;0;?;?;?;?;?;61.0741;?;?;?;?;44.7778;?;76;0.30013;-2.0791;0
70;?;9;0;0;?;1.06979;?;?;?;45;?;42.3333;-13.3333;34.6667;?;61;?;-1.94266;0
?;?;9;?;0;?;?;?;?;126.185;?;141.778;?;-29.5556;?;?;?;?;-2.26374;0
154;?;?;0;?;?;0.02963;0.444445;0.118518;5.96296;7.77778;?;?;?;?;?;7.77778;0.569444;-0.820403;1
181;186;?;0.111111;0;?;?;?;?;48.8148;44.1111;?;?;-14.1111;34.8889;?;60.4444;0.307027;-1.96851;0
?;?;?;?;0;2.11111;0.720082;?;0.93492;16.5185;?;?;?;?;-9.22222;19.1111;?;?;2.11955;0
118;?;?;?;?;?;1.29386;?;1.42595;?;41.6667;54.3333;39;-10;28;?;?;0.281875;-1.91068;0
?;?;?;?;0;1.16667;0.691215;?;1.00554;15.5926;13.8889;11.7778;?;?;-11.4444;16.5556;?;?;1.86365;0
37;76;?;?;?;1.77778;?;?;1.81111;?;?;13.3333;7.66667;?;?;-1.77778;13.3333;?;?;0
?;?;?;0;0;0.444445;1.18519;0.444444;?;?;0.111111;?;?;-0.555556;?;-0.555556;0.666667;0.092593;-2.0944;0
175;14;?;0;?;0.888888;0.807371;?;0.779361;113.815;?;132.111;?;-41.1111;?;-13.7778;?;?;-2.39111;0
68;?;?;?;?;3.33333;3.10555;2.72222;2.79218;?;?;39;?;-22.7778;?;-16.1111;39;?;-2.09065;0
147;?;9;?;0;1.11111;0.429631;1.38889;2.24074;23.4444;?;30;?;-2;?;-17.6667;?;0.414356;?;1
?;?;9;0;0;?;1.68655;?;?;49.1111;?;?;?;-17.3333;36.3333;-19;?;0.303144;-2.06542;0
101;?;9;?;0;3.55556;?;3;3.86667;?;24.3333;31.5556;?;?;?;?;31.5556;?;?;1
?;?;?;0;?;2.22222;?;?;1.27778;22.4815;22;28.7778;?;-1.44444;?;-17.4444;28.7778;?;?;1
76;?;9;0;?;?;?;0.888888;?;?;?;132.333;?;?;?;?;132.333;?;-2.37598;0
74;88;?;0;0;0.722221;?;?;?;?;?;127.556;102.667;-27.1111;50.8889;?;?;0.204675;-2.13924;0
32;113;9;?;?;0.5;0.077778;?;0.151852;6.14815;?;7.77778;3.44444;?;4.88889;?;7.88889;0.563492;?;1
?;?;?;?;?;0.222222;0.544331;0.444445;0.68853;0.296296;?;?;?;-0.222222;0.444444;-0.222222;?;?;?;0
178;25;9;0;?;0.722221;?;?;1.24126;?;39.5556;55;?;?;?;?;?;0.284582;?;0
?;?;?;?;0.111111;15.3889;19.1363;26.6111;31.7136;?;47.4444;65.4444;?;?;31.3333;?;65.4444;0.297802;-2.35675;0
42;59;9;0;?;1.83333;3.5;?;0.862963;?;?;28.7778;15.8889;?;?;?;28.7778;?;?;1
57;?;9;0.111111;0;0.555555;0.272169;?;?;?;93.1111;?;?;-38.8889;58.1111;-19.2222;125.444;?;-2.3062;0
?;?;?;0;0;0.500001;?;0.833333;0.033333;?;16.8889;?;17;-13.6667;?;?;?;0.452182;?;0
89;?;9;?;?;?;1.86687;?;?;61.7407;?;?;?;-19.8889;44.4444;-24.5556;76.5556;?;-2.02094;0
93;?;?;?;?;3.05556;3.5865;3.55556;3.2157;7.7037;?;?;6.77778;?;?;-2.77778;?;0.349471;?;0
?;?;?;?;0;?;0.418519;0.611111;0.240741;16.1852;12.7778;?;20.7778;-10.2222;?;13.7778;20.7778;0.383167;?;0
?;79;9;?;?;2.72222;?;1.33333;?;?;38;49.6667;?;?;?;-14.5556;?;0.265535;?;0
102;73;9;0;0;0.388889;0.062964;?;1.21852;?;?;?;?;-30.2222;45.1111;?;140.556;0.178636;-2.3074;0
81;?;9;0;0;?;0.459472;?;?;?;?;?;?;-31.6667;46.6667;?;138.444;?;-2.31719;0
?;?;?;?;?;?;0.477778;2.88889;?;?;?;?;16.6667;?;18.8889;-16.4444;?;0.413308;?;1
253;192;?;?;0;2.16667;?;?;?;47.5185;42.3333;?;?;?;?;?;?;0.307473;?;0
146;125;9;0.111111;0;?;0.444447;2.16667;?;?;63.2222;?;?;-18.3333;41.3333;?;?;?;-2.01954;0
114;?;?;?;0;1.66667;1.13529;1.44444;?;?;?;10.6667;19.1111;?;?;?;19.1111;0.461459;2.04668;0
16;?;9;0;?;?;0.077778;0.666667;0.311111;?;?;6.66667;3.11111;?;?;-7.33333;7.11111;0.561508;-0.985811;1
10;137;?;?;?;?;0.074074;0.277778;0.018519;?;?;?;0;-2.44444;?;-2.77778;?;1;?;0
?;?;?;?;?;19.1111;?;20.4444;1039.54;?;?;29.3333;22.8889;-13.7778;16.5556;?;?;0.508994;-2.48898;0
75;98;?;?;?;3.94444;45.8407;4.66667;39.2889;?;2.33333;10.4444;3.77778;?;?;?;10.4444;0.872146;?;0
202;63;9;0;?;0.388889;0.327731;?;0.272166;6.07407;4;10.5556;?;?;?;-7.22222;10.5556;?;?;0
?;?;9;0;?;0.722222;?;?;0.429629;?;7;7.66667;3.44444;2.88889;?;-7.77778;7.88889;?;-1.17577;1
101;42;9;0;?;1.11111;?;?;?;?;130.444;147.444;?;-19.8889;31.1111;?;?;?;?;0
167;57;9;0;0;0.944447;?;0.77778;?;?;84;121.556;?;-43.7778;?;?;121.556;?;-2.2644;0
117;?;9;?;?;0.277778;0.389682;?;0.250924;?;0;?;?;-2.33333;4.33333;-2;2.22222;?;?;0
75;?;9;0;0.111111;?;4.12266;?;6.2245;?;17.1111;44.2222;22.3333;-32.3333;49;?;44.2222;0.622071;-2.29665;0
110;?;?;0;0.111111;3.66667;1.8619;?;?;?;46.8889;65;?;-16.7778;37.5556;-20.7778;65;?;-2.0226;0
133;182;?;?;?;2.5;5.45555;8.66667;?;29.7778;?;?;26.6667;-7.66667;17;?;35.8889;?;-2.21774;0
174;96;9;?;0;2.22222;0.68853;0.944444;0.879816;?;?;61;?;-3.11111;?;-14.4444;?;0.174579;?;0
35;?;?;?;?;?;0.296297;0.555556;0.162963;?;?;23.8889;12.5556;?;?;-10.8889;23.8889;0.492526;-2.13331;0
198;127;9;0;?;2.44444;?;?;?;?;?;48.2222;36;-8.22222;22.4444;?;?;0.248999;-1.90835;0
?;?;?;0;0;1.61111;1.12963;?;?;17.4815;13.7778;16;?;?;-4.44444;?;?;?;2.38645;0
?;?;?;?;0;?;1.45555;?;0.829629;?;?;?;?;?;?;13.8889;?;0.423483;?;0
?;219;?;0;?;?;?;?;2.49147;13.2222;?;?;19.1111;-8.66667;?;17.6667;19.1111;0.494595;?;0
?;?;9;?;0;?;2.01852;3.88889;3.76296;17.2222;?;?;?;?;8.66667;?;20.5556;0.393691;?;1
?;81;9;?;?;22.3889;189.441;15.1667;110.878;?;33.1111;55.5556;?;-26.4444;?;?;?;0.420176;-2.27446;0
57;89;9;?;0;1.72222;1.30668;6.16667;4.70343;17;?;?;13.4444;-12;?;?;24.5556;?;-2.12975;0
?;169;9;?;0;1.11111;?;1.38889;?;17.1111;?;?;19.8889;?;2.66667;8.33333;19.8889;0.324965;2.83482;0
?;128;9;0;?;0.333333;0.044445;0.388889;0.151852;?;?;?;?;?;1.22222;?;?;0.593915;?;1
226;83;9;0;?;?;?;?;?;?;74.5556;116.889;?;-48.2222;78.7778;?;116.889;?;-2.23905;0
189;141;?;0;0;0;0;?;0;?;0;0;?;?;0;?;?;?;0;0
?;?;?;?;?;?;2.74074;?;?;33.3333;29.6667;?;29;-11;?;-13;41.3333;?;?;0
?;169;?;?;0;1.05556;?;?;2.61111;19.5926;15.1111;18.6667;?;-13.4444;?;?;25;?;?;0
196;134;?;?;0;?;0.251852;0.777778;0.296296;6.07407;7.44444;7.11111;?;4.11111;?;-7.22222;?;0.529982;-0.966318;1
?;?;?;?;0;?;?;?;104.919;?;?;?;40.1111;-13.1111;29.5556;?;55.4444;?;-2.01555;0
?;?;?;0;?;?;0.785184;1.11111;?;?;?;?;24.6667;?;?;15.3333;24.6667;0.387467;?;0
29;?;?;0;0;?;0.403687;?;?;16.037;14.4444;?;20.3333;?;?;12.8889;?;0.342307;1.94304;0
?;?;9;?;0;0.5;?;1.05556;0.507407;7.51852;?;?;5.11111;?;?;?;11.8889;0.578708;-2.01863;1
18;?;9;?;?;?;0.712326;4.55556;?;?;?;?;42.5556;?;?;-18.6667;60.7778;0.302982;-2.06698;0
83;143;?;?;0;1.27778;?;?;?;?;43;64.7778;?;-22.1111;?;?;?;?;-2.109;0
167;45;9;0;0;?;?;0.611109;0.285185;?;?;124;?;?;68.3333;?;?;?;-2.24782;0
?;?;9;0;0;?;?;1.38889;1.12382;49.9259;?;64.2222;?;?;42.8889;?;?;0.340237;?;0
?;?;?;?;0;?;0.996296;?;2.78518;?;17.1111;?;10.1111;?;6.55556;-13.7778;18.3333;0.451359;?;1
?;?;?;?;0.222222;?;1.67885;?;?;?;47.1111;?;?;?;?;-20.7778;67.2222;?;-2.07523;0
?;81;9;?;0;1.22222;?;?;0.344443;?;?;51.5556;?;?;25.8889;-15.4444;?;?;?;0
104;?;?;0;?;?;?;?;2.59914;?;?;62.4444;?;?;?;?;?;0.309106;?;0
167;190;9;?;0;3.05556;0.854184;?;?;51.0741;44.8889;?;45.1111;-18.5556;36.4444;-17.8889;?;?;-2.11269;0
?;155;?;?;0;4.27778;?;?;?;8.74074;?;?;?;-6.22222;12.4444;?;?;?;?;0
?;?;9;?;0;2.44444;?;?;?;29.4815;?;40.1111;?;-19.1111;?;?;40.1111;?;?;0
