ID-type;Right-Ascension;Declination;Blue_base_1;Blue_base_2;Red_base_1;Red_base_2;blue-band-flux_1;blue-band-flux_2;blue-band-flux_3;blue-band-flux_4;blue-band-flux_5;blue-band-flux_6;blue-band-flux_7;blue-band-flux_8;blue-band-flux_9;blue-band-flux_10;blue-band-flux_11;blue-band-flux_12;blue-band-flux_13;blue-band-flux_14;blue-band-flux_15;blue-band-flux_16;blue-band-flux_17;blue-band-flux_18;blue-band-flux_19;blue-band-flux_20;blue-band-flux_21;blue-band-flux_22;blue-band-flux_23;blue-band-flux_24;blue-band-flux_25;blue-band-flux_26;blue-band-flux_27;blue-band-flux_28;blue-band-flux_29;blue-band-flux_30;blue-band-flux_31;blue-band-flux_32;blue-band-flux_33;blue-band-flux_34;blue-band-flux_35;blue-band-flux_36;blue-band-flux_37;blue-band-flux_38;blue-band-flux_39;blue-band-flux_40;blue-band-flux_41;blue-band-flux_42;blue-band-flux_43;blue-band-flux_44;red-band-flux_1;red-band-flux_2;red-band-flux_3;red-band-flux_4;red-band-flux_5;red-band-flux_6;red-band-flux_7;red-band-flux_8;red-band-flux_9;red-band-flux_10;red-band-flux_11;red-band-flux_12;red-band-flux_13;red-band-flux_14;red-band-flux_15;red-band-flux_16;red-band-flux_17;red-band-flux_18;red-band-flux_19;red-band-flux_20;red-band-flux_21;red-band-flux_22;red-band-flux_23;red-band-flux_24;red-band-flux_25;red-band-flux_26;red-band-flux_27;red-band-flux_28;red-band-flux_29;red-band-flux_30;red-band-flux_31;red-band-flux_32;red-band-flux_33;red-band-flux_34;red-band-flux_35;red-band-flux_36;red-band-flux_37;red-band-flux_38;red-band-flux_39;red-band-flux_40;red-band-flux_41;red-band-flux_42;red-band-flux_43;red-band-flux_44;red-band-flux_45;red-band-flux_46;red-band-flux_47;red-band-flux_48;red-band-flux_49;Scale_Factor;binaryClass
2;13.227;-44.441;?;1032;593;?;?;?;18275.965;16884.13;16184.376;?;13740.04;12950.772;11983.927;?;10759.198;10444.86;9787.778;9874.978;9945.532;?;9018.645;?;8675.259;8764.971;8258.964;?;7865.891;7224.1694;7441.674;7142.8853;6421.8774;?;?;5348.241;5476.1274;?;?;?;?;?;4130.805;?;?;2874.3352;?;?;2912.1255;2984.0098;?;7582.867;7014.949;6271.481;?;?;3784.185;3065.948;2690.572;?;?;?;?;1773.586;1590.6722;?;?;?;?;1518.8185;1436.3464;?;1580.8295;?;?;1049.2725;?;?;887.8262;?;?;?;?;591.0764;619.5519;806.90894;?;?;?;?;573.16516;?;?;508.25998;384.20642;?;633.6427;?;134.72482;?;0
4;?;?;?;?;745;763;?;11215.708;10699.16;9748.458;9678.19;?;?;?;9155.253;9481.552;?;10446.013;?;11250.54;?;?;10394.755;?;?;?;?;8239.996;8027.3477;?;?;?;?;?;5651.9995;5636.9644;?;?;?;?;?;?;4323.387;3794.9023;?;3857.6233;3411.1382;3390.7537;3194.286;?;9026.025;?;7021.7183;6279.025;5201.6567;?;?;3663.3103;?;3308.5613;?;?;?;?;2207.5203;2442.2085;2745.458;2433.0916;?;?;2422.1677;2503.6719;?;2621.0002;?;2376.775;?;1858.365;?;2305.085;?;?;1876.3517;1557.3651;1574.4232;?;?;1391.7394;1371.1777;1338.5226;1283.0204;1356.561;?;1138.042;940.07275;?;1136.9192;1152.6812;?;0;0
0;?;-54.072;?;?;?;?;?;11604.55;?;?;10636.75;?;?;?;9057.956;?;?;9563.787;10312.495;?;10517.937;?;?;?;9424.253;8600.22;8905.685;?;7653.9556;8028.981;7874.778;?;?;6220.741;6041.492;?;5393.299;4987.9204;?;?;?;?;?;3991.5103;4114.0254;?;4357.6245;3664.127;4067.5896;3776.2354;8201.958;?;?;?;5296.8447;?;4323.3486;4328.91;3757.918;3599.398;3040.2485;2785.6487;2570.9714;2714.0647;?;2348.3093;?;2584.269;2056.2112;1979.0585;?;?;?;?;?;?;?;?;?;2059.2786;?;1652.2527;1628.3651;?;?;?;1163.2483;1500.0936;?;?;?;1308.519;1089.5098;?;?;?;?;?;?;0;0
4;?;?;?;?;?;?;?;8669.243;?;?;9295.466;?;10080.712;?;?;?;?;14368.544;?;15095.873;14348.649;?;12794.893;12129.322;?;?;?;?;9081.633;?;7939.377;7480.3633;6612.876;6352.4717;?;5466.4263;4730.257;4541.9063;3874.602;3961.7524;3879.103;3344.731;?;?;?;?;?;2912.746;?;?;?;8522.786;?;5978.6553;4949.3145;3974.4636;?;2883.4165;?;2359.504;2060.7344;1957.406;?;1789.2415;?;1864.6143;1738.9338;?;1763.1251;1845.7186;?;?;?;1852.6257;?;1780.8495;?;1577.7562;1726.1073;?;1366.0806;?;?;?;?;1185.3533;1163.9631;1173.0135;?;962.0692;?;?;?;?;?;?;?;?;749.10364;0;1
0;?;?;?;?;?;373;9952.232;10411.849;10329.342;10888.654;?;10804.507;?;11088.732;10962.707;?;10201.365;9513.252;8955.37;?;8073.077;7844.885;7887.734;7897.719;7627.258;7515.194;?;?;7249.3594;7100.892;7113.1694;6840.3096;6364.448;?;?;6008.125;?;?;5259.842;5218.0933;?;4685.1753;?;?;?;?;3955.3325;?;3845.945;?;?;7108.544;?;6135.274;?;?;?;4222.4785;3852.969;3763.9502;3579.936;3344.3386;3267.1904;3161.9214;?;3066.4868;?;?;2932.9722;2841.9841;2828.4666;2719.932;?;?;2566.9636;2600.5037;?;2323.847;?;?;?;?;2001.5726;?;?;1738.9495;?;?;1675.939;1585.343;?;?;1470.8678;?;?;1340.078;?;?;?;0;0
?;?;-60.464;?;?;891;886;14956.77;14945.297;15342.541;?;14112.801;?;?;?;11471.069;?;9171.77;8754.345;?;?;?;7764.041;7451.989;?;?;7216.566;?;?;?;7255.193;?;?;6833.8926;7070.9893;6759.4443;6332.8643;5707.8613;?;5660.3535;?;?;4859.6934;?;?;?;4566.8843;4155.619;3567.601;3673.3662;3694.1016;7388.07;7001.4297;6786.5522;6801.809;5776.417;5638.231;4652.851;?;3924.505;3831.324;?;3186.3337;?;3016.619;?;?;2548.556;?;2015.2505;2027.0983;1905.528;1825.6473;1562.3181;?;?;?;?;?;1519.9097;1141.4951;1108.2911;?;?;1077.0446;?;?;?;?;890.9651;857.74756;937.93176;?;843.13947;?;?;?;887.0177;?;?;?;0
0;13.472;?;1177;?;?;?;9426.43;9604.415;10042.979;10838.773;?;11480.729;11329.686;?;?;?;11426.134;11647.806;?;?;?;?;10176.203;10098.209;?;8774.015;9225.553;8927.688;?;?;?;?;6998.691;6640.6577;5868.0044;5605.242;5112.7617;?;?;4012.179;4031.0134;?;?;?;3424.2485;3160.1628;?;?;?;?;9065.16;?;7180.604;?;5178.593;?;3601.192;2984.8445;3021.2913;2729.9893;?;?;?;2331.2852;?;?;2302.5063;?;2289.0244;2222.078;2201.3735;2289.946;?;1953.0532;?;?;2137.701;2049.8604;?;?;1904.0762;?;1652.8569;1623.9165;?;1494.6251;?;1390.5852;?;1344.0126;?;?;?;?;?;906.12085;?;1193.0546;984.937;0;0
0;?;-62.734;?;667;?;?;?;12555.66;13131.906;13371.847;?;12065.696;?;9659.039;?;?;5297.056;4523.8247;4168.4937;3846.0864;3768.411;3852.461;?;4185.1597;?;4590.8687;?;4992.304;5130.7744;5302.1655;?;5547.642;?;?;5828.5864;?;?;6046.594;?;?;?;5890.799;5897.6543;5781.434;5672.372;?;5591.646;5422.484;5488.032;5077.0117;4846.9478;?;5716.819;?;?;?;?;?;?;5257.9565;?;4830.1504;4680.669;?;4224.3174;4166.4653;?;4043.636;?;?;?;?;?;3469.2805;?;3173.4175;3220.1316;3216.7625;?;?;?;?;?;?;2585.1055;?;?;?;2327.109;2352.4253;2317.6377;2264.2493;?;2090.221;?;1987.765;1991.6415;?;?;0;0
?;13.573;?;?;1097;633;?;12707.243;13469.163;13939.585;14107.473;12910.574;12470.224;12876.249;?;?;10884.223;?;9510.694;9092.697;?;8633.471;7909.817;7813.4517;7728.144;?;?;8394.352;8348.542;8189.2817;8471.329;?;?;?;6841.6655;6405.1377;6948.918;?;?;?;?;4585.3613;?;4090.7847;4081.4976;3884.6743;2940.8276;3336.6174;?;?;3342.0342;?;?;7230.4424;?;?;?;?;?;?;?;?;2817.5396;?;2668.8848;?;?;?;2206.6594;?;1841.0422;1857.656;?;1459.1531;?;?;1547.2045;1447.3771;1481.5394;1101.2324;1319.8411;1349.3497;1172.4213;?;1187.4232;?;?;1298.3375;?;1004.6376;994.9288;?;925.1302;?;?;?;?;1023.5682;960.4015;?;0;0
2;13.584;?;?;2094;?;?;?;8360.482;8235.258;?;8006.89;?;9129.231;9239.364;9657.5;?;11734.483;12580.985;?;13513.1;?;?;?;11623.053;?;?;9937.871;?;?;8155.98;7754.1357;?;6755.875;6575.958;6156.7866;?;?;5227.8315;4911.818;4640.528;3654.966;?;3650.974;?;?;?;3400.0625;3875.5557;?;?;9498.49;?;7821.614;6250.0054;5518.296;?;3483.4958;3085.6968;?;2742.7612;2370.794;?;?;1943.3541;?;2330.2112;1768.9476;2267.878;2446.6887;1966.3256;?;2200.0425;2036.3676;?;?;2514.3296;?;2157.7412;?;?;?;2081.3906;?;1473.5458;?;1369.9861;1528.1813;1280.2012;875.6035;?;?;1312.3419;1136.6543;?;?;1356.5508;903.7726;604.17236;1115.2057;0;0
4;?;-49.698;416;446;174;205;?;14709.027;?;13328.514;12541.59;?;11077.659;?;10200.215;9944.096;?;?;?;9971.903;10028.401;9784.741;?;9124.162;8959.445;8797.834;?;?;7571.914;?;?;6680.28;6466.1206;?;5760.864;5630.2783;5343.4253;?;5077.6445;?;4514.8125;4563.7466;4482.7153;?;?;4055.5295;?;3865.6633;3756.8118;3736.1584;?;?;6823.683;5917.1133;?;?;4333.339;?;3694.907;?;2973.0386;?;?;2476.0603;2368.2087;?;?;?;?;2069.0557;2051.0505;1898.4481;?;?;?;1724.502;1644.6855;?;1630.5302;?;1511.2032;1470.1217;1354.7816;?;1334.5562;?;1215.3405;1076.8346;?;?;984.7419;942.19666;?;?;785.20483;?;?;?;?;0;0
?;?;-62.827;892;905;461;?;11775.804;?;?;?;?;11646.618;?;?;8124.8174;7055.5156;5098.2983;?;4656.431;?;4178.3696;4188.8223;?;?;?;4811.443;?;?;5285.4893;5780.1694;5812.115;5990.262;5799.5625;6276.8184;6357.061;?;?;5900.343;?;6300.937;?;5507.8086;5715.49;5421.5386;5395.8423;?;?;?;?;?;?;5484.543;5858.7573;6098.9746;6134.0957;?;5587.6685;?;5198.537;4737.85;?;?;?;?;?;?;3878.1917;?;3910.1284;?;?;3718.2725;3436.6667;?;?;?;3240.0999;3229.6013;?;?;2932.7124;?;2894.5352;?;2616.3713;?;?;2737.1519;2378.2053;2421.6606;?;?;?;?;?;2268.3506;1972.5964;?;?;0;0
0;?;?;1364;1426;?;?;?;7330.158;7500.3613;?;8475.943;9297.638;?;?;?;?;12572.8;12768.566;11716.553;11866.38;?;?;10385.682;?;9762.664;?;?;?;?;?;?;?;?;?;?;6470.872;?;5263.69;4891.578;4792.4834;4417.4263;4187.787;?;?;3942.563;4021.5796;?;3790.9053;?;2993.4878;9434.026;?;7395.6597;6498.767;5647.802;4357.5923;4037.6794;?;?;?;2782.761;?;2474.793;?;2309.1218;2218.8196;2294.6648;?;2153.9785;?;?;?;2452.4446;?;?;2004.3125;?;2155.5247;?;?;1742.7292;2006.693;1732.0502;1970.7605;1719.8293;1483.7216;1532.4745;1628.6936;1370.291;1166.7742;1349.013;1043.0962;885.5403;?;?;?;934.7545;737.0867;?;0;0
0;?;-61.158;?;?;165;?;?;7795.503;7556.0073;?;?;7736.0234;?;8830.578;?;?;?;?;?;11153.59;?;?;?;9860.971;9660.666;?;9229.719;?;?;8143.14;?;7449.468;?;?;6423.7305;?;5785.3535;?;?;4760.222;?;?;4306.8696;?;3980.1155;?;3871.3975;3781.6077;?;3605.4316;?;8187.0654;7284.2163;?;5562.074;?;?;3911.8218;3559.006;?;3112.1433;?;2823.0972;2712.8071;?;2630.3154;2551.359;?;?;?;?;?;2570.7966;2635.7324;?;2537.0107;?;2380.272;?;?;?;?;2070.2412;1968.0872;1885.6602;?;?;1731.2122;1638.3435;1571.0033;?;1454.8903;?;1378.2318;1357.3086;?;1269.048;1180.8236;1071.7128;0;0
?;13.77;-28.12;152;28;?;?;22341.996;19867.184;18156.57;?;15770.647;?;14239.026;13644.914;?;12388.529;12373.044;12162.987;?;10935.291;?;9980.925;9539.819;?;8383.784;?;7883.319;7801.481;6475.7983;?;5513.5757;5388.5693;?;4855.7363;?;?;4301.539;4169.4937;?;3887.1978;3693.9866;3591.1953;3639.8884;?;?;?;?;?;?;3005.1934;?;5377.89;5003.877;?;4287.38;?;3781.047;3540.27;?;?;?;2527.1382;?;?;2077.9963;1999.855;?;1832.214;?;1689.3845;1611.1635;?;1472.7717;1417.125;1361.4662;1294.4885;?;?;1192.9928;?;?;?;?;1043.2358;?;?;921.1658;890.2594;?;817.1173;786.1894;?;?;695.62634;669.1949;?;614.0522;576.2956;522.7035;0;0
4;13.776;?;134;115;96;89;24656.895;23193.98;?;?;17428.592;16295.336;15344.429;14523.404;13502.511;12638.984;11980.292;11301.599;10670.357;?;9565.218;9041.358;?;?;7609.611;7470.425;7011.4644;6719.872;6610.6367;?;?;5695.8115;?;5272.4175;?;4834.0063;?;?;?;?;?;3775.9272;3674.0886;?;?;3346.0566;?;?;?;2833.6655;?;6482.199;5705.8037;5016.828;?;4073.511;?;3255.0488;3043.1563;?;?;2377.4387;2197.984;?;1791.5851;?;?;?;?;1276.3503;1274.2113;1177.1366;1095.0459;?;1020.7836;1021.1182;?;?;844.7266;780.0923;?;?;?;?;669.21185;539.6046;624.83673;?;498.0101;?;496.08078;?;421.6939;?;424.74023;?;390.30453;?;318.38736;0;0
3;?;-65.535;483;497;304;344;11842.456;12044.56;?;12927.208;?;12532.322;?;?;?;?;?;?;9408.061;8827.403;8657.205;8337.508;8267.895;?;8251.002;7944.914;?;7707.8677;7655.9473;7409.675;?;?;6866.5938;?;6463.78;6322.179;6107.1885;?;5455.6787;5189.049;?;?;4631.097;4399.8145;?;4097.63;?;?;?;?;?;7389.2964;?;?;?;?;?;?;?;3490.171;?;3145.0212;3104.322;?;?;?;?;2339.861;2416.1785;?;?;2003.7324;1910.2281;?;?;1669.2189;1641.0098;?;1552.0116;?;?;?;1177.0837;1438.4491;?;?;1263.0658;1156.1483;?;1176.1091;?;?;?;?;1087.5242;922.2297;990.7112;?;839.5611;?;0
0;13.804;?;648;744;260;?;?;?;15503.761;?;?;?;12959.943;?;?;11073.564;?;9825.674;?;?;?;8624.408;8586.979;8384.93;8648.608;8340.187;?;?;8165.209;8415.738;?;?;?;7151.22;?;6233.872;?;5677.528;5347.8296;4838.5293;4294.32;3906.4712;3959.3835;?;?;3141.944;?;?;2974.9612;2911.5708;8375.566;7984.219;7428.293;6604.6597;?;?;4047.6255;?;?;2878.115;?;?;?;2405.9077;2199.7861;?;?;?;?;?;1692.0764;1392.9869;?;1481.7616;?;1374.3542;?;1280.3197;1116.0725;?;?;?;?;?;942.5201;881.48535;935.2223;?;816.53827;?;?;809.90027;?;?;645.3508;?;708.1145;?;?;0;0
0;13.849;-63.812;676;654;?;469;15858.365;13559.143;13988.303;?;12838.9375;?;11735.4;11363.803;10866.395;?;?;?;?;8348.573;8202.984;?;8117.4688;?;7698.731;7660.1934;8135.0303;?;7624.4336;7652.165;?;7229.9253;?;6856.9585;?;?;?;5944.3647;5186.6724;?;4908.8286;4678.103;?;4158.841;4031.799;4484.432;4146.589;?;?;?;8506.137;?;?;6657.5596;?;5324.743;4405.86;?;3729.0945;?;?;?;?;2615.7239;2397.0886;?;2355.8687;?;2142.9114;?;?;?;1618.2877;?;1663.6145;?;?;?;?;1309.3224;?;?;?;1287.5665;?;1181.4589;?;?;1099.6066;?;991.7507;1029.6125;960.37427;?;920.4815;970.22675;877.17316;?;?;?;0
?;13.863;?;476;?;?;379;?;?;?;8880.253;?;9404.101;?;10045.958;?;10411.315;10185.27;?;9175.828;?;?;8601.477;8084.7227;8066.2964;?;7922.3403;?;7605.7085;7417.8833;7341.526;?;?;6878.5757;?;6428.595;?;?;?;5295.844;4864.3013;4646.952;4497.3574;?;4139.151;?;?;?;3527.637;3462.1821;?;7895.5913;7455.1626;?;6314.103;?;?;?;?;?;?;?;3258.0159;3147.3477;?;3011.2063;?;?;3150.0386;3213.048;?;3075.6614;3309.1196;?;2991.355;3090.3665;2989.3813;2876.3674;?;?;?;2561.927;2536.3015;?;2314.548;2246.2822;?;?;?;?;2009.7764;1948.0334;?;?;1815.2302;1793.9022;1557.2821;?;1551.7598;?;?;0
?;?;-61.291;820;807;?;?;9433.694;9205.904;?;?;?;?;?;8209.897;?;?;7424.6714;?;6417.2773;6244.9004;6296.484;?;?;?;?;6818.3906;?;?;?;7235.249;?;?;?;?;?;?;?;6360.3486;6060.5303;5868.5825;5509.173;?;5282.4565;?;4916.0127;?;4710.859;?;?;?;6954.4785;?;?;?;?;?;?;?;?;4638.889;?;4166.677;?;?;3628.2825;3638.1707;?;?;3506.4736;?;?;3339.759;?;3200.149;?;3036.8787;2870.9888;2774.953;2822.7415;2779.0876;2495.0247;?;2572.0667;?;?;?;?;?;1954.4602;1925.1366;?;?;?;?;1764.0712;1555.9609;1676.6038;1610.2626;?;?;0
?;?;?;1970;?;1074;?;?;?;?;?;?;9645.879;?;?;4910.36;5015.9185;4319.331;?;3604.545;3410.1047;2795.585;3520.5217;?;?;?;?;?;?;?;4617.223;?;?;?;?;5608.165;?;?;5936.715;?;?;?;?;6115.563;5944.7334;6304.048;?;6481.366;5664.9146;5426.5425;?;5006.5967;?;?;5846.2285;?;?;6290.8657;6047.3447;5784.176;?;?;5261.6445;5121.4536;?;4581.85;4757.6665;?;4601.9043;4794.8003;?;?;4622.3027;?;3904.5576;?;?;4093.6052;3820.1987;3811.8857;?;?;?;?;?;3730.2153;?;?;3185.7112;3466.7036;3622.238;?;3293.2844;?;?;?;2835.8347;2928.07;2708.739;2273.7124;?;0
?;?;-63.795;?;956;627;?;11531.991;?;?;12225.39;12438.03;11898.871;?;?;8627.923;7357.596;6454.385;5850.058;5329.0146;?;?;5065.189;?;4977.279;?;5015.0425;?;5402.255;?;5629.929;?;?;?;?;?;?;?;?;?;?;?;?;?;5315.872;?;?;4772.8276;4910.24;?;?;5063.3823;5314.3975;?;5843.8613;?;5698.033;5587.646;?;5070.856;4727.218;?;4363.415;?;?;4062.811;4251.4795;?;3658.6697;3831.0134;?;?;3814.5923;3644.49;?;3364.362;?;?;3139.3882;?;?;2823.083;?;?;?;?;?;?;?;2186.493;?;?;2193.858;?;2045.062;?;2020.4652;2093.4607;?;1860.1226;0;0
?;?;-59.502;491;519;254;?;12987.2705;?;?;?;12882.477;11890.8955;?;9451.693;7583.727;6007.444;?;4343.276;4136.723;3741.4556;3492.0327;3685.8398;?;?;?;4233.8345;?;4427.102;?;4654.714;4847.1665;5165.443;?;?;5835.7925;5918.1865;?;?;?;6000.4736;?;?;5818.8276;5603.877;5513.3174;?;5200.677;?;5212.6025;?;?;4510.1934;?;5730.177;?;?;?;?;5309.6587;5069.27;?;4865.9683;4662.854;4441.1836;4405.407;?;?;?;?;?;3912.4644;3918.3115;3692.5586;3552.609;3539.9233;?;3516.031;3321.8164;?;?;3176.76;?;?;?;2834.8425;?;?;?;?;2788.0173;2756.9512;?;?;2473.6553;?;2342.9792;2337.7036;?;?;?;0
4;14.006;-76.556;?;?;42;?;16519.59;?;14788.754;?;12771.352;?;11385.765;10986.36;10455.301;10232.617;10129.959;10165.663;10278.055;?;?;?;?;?;?;8295.022;?;7694.981;?;?;?;?;6155.89;?;?;?;?;?;4641.2983;?;4261.504;?;?;4034.3887;?;?;3812.331;?;?;3381.9783;?;7278.689;6375.939;5686.5703;4930.56;4456.2646;4085.3335;?;?;3064.3474;?;?;2490.2278;?;2295.3513;2294.6074;2218.871;?;?;2120.0776;?;2045.3798;?;?;?;1872.7635;1845.4657;1776.506;1769.2251;1703.6143;?;?;?;1524.5784;1418.998;1308.4232;?;1260.6365;1151.7457;1156.2013;1113.9922;1016.7843;997.9201;?;958.53925;899.6863;874.1733;?;741.4878;0;0
?;?;-35.258;301;?;141;169;8189.214;?;7799.8994;?;8079.207;?;?;?;?;?;?;?;?;?;?;?;12137.625;11416.727;11064.995;?;10247.557;9816.054;?;?;?;7974.727;7430.6895;6982.1597;6460.949;6066.602;5576.771;5202.398;4905.0015;?;4143.476;3957.2808;3795.3235;3706.066;3484.2625;3339.4343;3358.523;?;?;3068.0598;9858.47;9010.575;7874.8135;6442.6294;5326.8975;?;?;?;3141.9045;2854.413;2623.956;?;2314.1853;?;?;1996.4718;1917.2051;?;1881.2917;1809.1943;?;1774.7852;1654.2638;1652.054;1649.8549;1556.4468;?;?;?;1333.992;1269.1359;?;?;?;1159.448;1049.0208;1132.4415;?;?;?;?;836.99335;783.6232;?;780.94696;760.37555;?;687.8916;541.9089;0;1
?;?;-46.485;1527;1694;812;782;9195.005;8541.609;7282.8594;?;?;?;9399.796;?;?;?;?;?;12732.954;12255.312;?;10929.944;11275.007;10884.117;10350.636;?;9613.144;?;8646.701;?;7457.364;?;?;6669.9478;6108.09;?;?;?;4416.453;?;4311.397;3790.755;3805.8347;?;?;2951.3455;3361.1006;3907.4602;2737.5022;?;10431.122;?;7429.2197;5960.0674;4814.1113;4405.644;?;3236.5403;?;?;2661.8003;?;?;?;?;2507.7368;2206.7441;?;2352.8572;2117.0696;2571.7507;2515.0051;2128.9392;?;2402.3574;2518.5618;?;?;?;1902.7787;1827.72;2103.205;1698.8201;?;?;?;?;?;?;?;?;1397.5941;1380.1069;?;1232.8146;1526.4049;1171.9976;726.5317;690.79736;0;0
?;?;?;?;?;480;?;?;5257.7617;5977.417;5899.441;?;5992.6743;?;7062.54;?;?;?;?;11876.791;?;?;?;10875.478;10531.438;?;?;9451.694;?;9081.725;8366.749;8350.066;?;?;?;7035.261;6948.398;6347.4346;6030.033;5696.739;5339.6025;5056.673;?;?;4551.104;?;?;4264.2197;4438.4653;4162.21;?;9337.394;?;7910.3506;?;6072.5522;5445.8193;4880.037;4581.908;?;?;?;3353.6177;?;2867.3364;?;2581.1328;?;2643.4087;2550.6575;2464.5313;?;2538.7322;?;2326.7297;?;?;?;?;?;?;1906.6992;?;?;1756.9723;?;?;1791.4227;1315.7417;?;1559.5448;?;1362.1173;1371.3925;1216.3655;1081.2137;1212.3904;1048.0884;1155.4147;?;0;0
?;?;?;865;?;?;521;11025.313;11341.558;11023.585;?;?;?;11044.415;?;?;?;12799.044;13035.204;?;13118.544;?;11585.161;10949.057;?;10104.911;?;?;?;8316.331;?;7322.562;7282.7954;6746.7017;6079.989;?;5431.51;4978.097;?;4606.7466;3867.4204;3750.6582;?;3827.6704;3417.7395;?;3454.0747;?;?;3673.9668;3262.546;8601.802;8053.9355;?;6015.1353;?;?;3578.5142;3055.6853;?;?;?;2375.3704;?;?;?;?;1878.3859;1895.7507;1942.1642;?;?;?;?;?;1794.4447;?;?;1474.1326;?;?;1063.9902;?;1476.5759;?;1275.3511;1066.642;1206.2372;1148.4789;1034.135;1046.0575;?;?;?;?;?;821.7633;?;681.77026;760.5363;0;0
?;?;-69.118;754;?;409;487;?;?;?;?;?;?;?;?;?;?;11339.459;11515.524;?;10824.147;?;?;10106.569;?;9241.677;8780.513;8813.036;?;?;7905.863;?;?;7016.318;?;6305.4565;5974.4155;5543.402;?;4851.382;?;4245.64;?;4077.3694;3788.9065;?;?;?;?;?;3048.1548;?;?;?;?;5368.1577;?;3980.5125;?;3233.0366;3000.6162;2895.73;2673.4138;2624.8677;2533.8738;2647.8892;?;2719.8142;2933.929;2773.138;2728.6113;?;?;2791.4307;?;2881.3594;2605.7878;2743.9243;?;?;?;?;2342.6157;?;?;2032.5818;?;?;1813.9413;?;1774.496;?;1557.6392;?;?;?;1465.2909;1290.0736;1433.5681;?;0;0
?;14.199;-64.898;1966;?;817;852;?;?;?;9493.879;10096.006;9313.169;9140.204;?;8456.066;7184.8286;6443.909;?;?;5497.842;5308.8174;5011.2466;?;?;5383.81;?;?;5500.3345;?;6252.774;?;?;?;?;?;6701.384;?;?;?;?;5327.9575;?;5607.449;5401.278;?;5149.323;?;?;4690.063;?;7143.815;?;?;6622.103;6296.3564;5133.569;?;?;?;4159.301;?;?;?;3901.3037;?;?;?;3846.8896;4042.9119;?;?;4023.7751;?;?;?;?;3650.8208;3603.2822;?;?;3383.7107;?;?;?;3099.0703;2657.6853;?;2862.002;?;2716.6194;?;?;?;?;2431.5576;?;2271.114;?;?;?;0
?;?;?;?;1876;?;?;?;6445.47;6263.161;5954.954;?;?;6117.2173;?;?;?;9147.519;?;?;12106.809;?;?;?;10715.531;?;?;10274.218;9347.216;?;?;8436.083;?;7418.742;?;6846.6035;6516.776;5660.366;5751.183;5591.7573;?;?;?;?;4353.986;4117.786;?;3346.012;3756.1323;3670.3757;3575.4063;?;8164.287;7499.5376;?;5600.4736;5050.8657;?;3945.5093;3417.3943;?;3222.4216;?;2952.2234;2594.5176;?;?;?;2999.8152;2732.6873;3007.4912;?;2846.2932;?;2569.9543;?;?;?;?;?;2465.5593;?;2310.5024;1687.2041;?;2282.8687;2023.4167;2001.9237;?;1622.725;1429.2876;?;1406.2593;?;?;?;?;?;?;?;0;0
?;?;-59.682;?;?;131;163;?;?;10209.431;?;8986.037;8656.683;?;8274.92;?;8116.027;?;?;?;9473.887;9469.122;?;9191.354;?;8691.864;8571.391;8529.886;8367.236;?;?;7785.2124;?;?;7167.5347;6947.5874;6664.9077;6467.685;6299.6714;6046.2075;5830.607;5652.8687;5522.7285;?;5196.4736;5147.469;?;?;4763.5845;4637.7915;?;8404.616;?;7570.6367;?;6353.8765;?;?;5061.6772;?;?;?;?;?;3125.7815;?;2812.6946;?;?;2382.1057;2348.9326;2306.0354;?;?;?;?;1866.7087;1855.2382;1755.0769;?;?;?;1522.1716;1498.848;1422.528;1315.927;?;?;1220.071;?;1111.8468;1019.34265;944.1508;858.1471;909.5235;873.28754;787.2984;?;?;?;0;0
4;14.222;19.424;69;?;33;?;25643.361;?;22352.508;20743.166;19469.316;17996.709;16351.156;?;?;13153.902;?;11467.939;10712.683;?;9276.969;?;8357.378;?;7417.087;7020.479;?;?;6122.2295;5939.793;?;5523.2715;?;4951.858;?;4659.1494;4427.6123;4255.428;4075.4941;?;?;3654.37;3544.0923;3309.9236;?;3239.0286;?;?;?;2782.2961;?;6231.5874;?;4837.584;4223.178;?;3386.6794;?;2785.0574;2581.0354;?;2134.2861;1950.9193;?;1697.7529;?;?;1392.8661;?;1183.5951;1103.481;?;1005.19885;?;881.1135;?;793.16626;?;728.4522;694.8065;?;?;?;?;539.49817;?;523.83795;?;?;?;433.16693;?;412.3549;404.5309;383.8031;?;?;355.1756;311.22223;0;0
?;14.265;-60.635;2393;2372;2536;?;?;?;?;6374.281;?;5297.698;?;?;?;3451.0112;3692.9377;?;2991.2046;2827.261;?;3107.0256;?;3301.8484;?;?;?;3672.6843;3752.4233;?;?;?;?;?;4428.184;?;?;4581.289;?;4516.813;?;?;?;5741.024;?;?;4281.685;3419.5295;?;3585.4963;?;?;?;3870.2246;5098.212;?;?;?;6099.3794;6040.8184;?;6165.4424;5914.095;5827.1367;6103.074;5980.94;5295.3003;6363.245;5911.51;?;?;5380.398;5460.4063;?;5126.4595;?;?;5365.8115;?;?;?;?;?;?;5961.0054;?;?;5612.269;5653.0425;6526.4893;?;5696.083;?;6503.4907;?;5527.6646;?;5877.536;?;?;0
