attr1,attr2,attr3,attr4,attr5,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr47,attr48,attr49,attr6,attr23,attr46,outcome
80.0,92.0,1141.08,?,95.0,?,7.25,?,?,80.4,?,?,?,0.12,0.27,?,21.56,?,?,?,85.22,?,?,?,?,?,?,-2.92,?,?,0.0,?,?,?,0.01,?,85.0,?,?,?,?,?,3.57,5844.94,65.87,7.43,?,?,0.0,0
81.0,99.0,886.84,1016.44,146.0,?,8.92,3170.0,?,?,?,?,0.47,0.17,0.3,43.03,?,?,?,0.27,85.22,0.47,?,?,?,1.38,7.32,-2.48,?,?,0.0,?,?,2250.0,?,40.6,?,?,721.11,832.17,186.77,213.5,3.86,?,?,?,?,0.0,0.0,0
82.0,?,?,?,96.0,?,?,?,?,?,?,?,?,0.09,?,?,54.12,?,?,?,?,?,?,?,?,1.98,11.08,?,?,?,?,1.94,?,990.0,0.01,?,85.0,63.0,608.28,300.0,225.0,?,2.7,32773.88,?,?,?,0.0,?,1
83.0,?,1004.12,1108.94,?,?,?,2000.0,0.18,110.0,?,?,?,?,?,?,35.63,?,?,?,85.22,?,?,1.01,?,?,3.56,-3.11,?,?,0.0,?,?,?,?,?,85.0,?,?,380.79,255.41,?,2.54,4445.06,?,7.18,220000,0.0,?,0
?,?,1127.39,?,?,37.94,7.87,?,0.21,79.7,?,0.3,0.59,?,0.48,?,?,0.87,?,0.28,?,0.45,?,?,12.06,0.43,?,-3.02,?,?,0.0,2.16,?,?,?,?,85.0,?,820.06,640.31,324.13,?,2.53,?,66.34,7.07,?,?,0.0,0
88.0,219.0,921.47,?,?,40.53,?,5600.0,0.17,97.8,0.17,?,0.45,?,?,?,33.41,?,0.15,?,85.22,?,422.12,?,12.06,0.1,?,-3.01,-0.34,?,0.0,2.18,?,3780.0,?,?,85.0,63.0,1767.77,509.9,256.8,?,?,3378.48,65.86,7.18,547500,?,0.0,0
?,?,1208.68,?,?,?,7.6,1960.0,?,?,?,?,0.52,?,0.37,92.08,?,0.9,0.2,?,85.22,?,?,?,12.06,1.26,5.01,?,?,2.16,0.0,2.16,?,1440.0,?,?,?,63.0,?,304.14,?,86.87,4.61,9964.52,66.34,7.17,140000,0.0,?,0
?,95.0,?,915.16,?,?,7.11,3280.0,0.19,?,?,0.25,0.46,?,0.32,?,?,0.84,?,0.23,85.22,?,?,1.01,?,?,?,?,?,2.17,?,2.17,43.0,?,?,45.3,?,?,?,474.34,?,128.55,3.35,?,?,?,237500,?,0.0,0
?,?,1093.35,999.96,?,?,?,?,0.19,?,?,?,0.34,?,0.21,?,28.63,?,?,?,85.22,0.49,?,?,12.06,0.01,2.88,-3.08,-0.32,?,?,?,?,900.0,?,?,85.0,?,559.02,200.0,?,?,?,?,65.94,?,?,0.0,0.0,0
?,60.0,1191.95,1880.65,98.0,?,?,?,?,?,0.25,0.31,?,0.21,0.23,53.82,11.77,0.89,?,?,85.22,?,422.12,?,?,?,?,?,-0.39,1.93,?,?,28.0,1530.0,?,26.67,?,?,?,206.16,174.02,27.09,?,?,66.36,7.13,?,0.0,?,0
?,79.0,1403.3,?,87.0,?,8.5,2580.0,0.21,76.6,?,0.39,0.62,0.2,0.42,?,?,0.92,?,0.36,?,?,422.12,?,12.06,0.55,?,?,?,2.17,?,2.17,?,?,0.01,33.7,?,?,?,?,167.86,111.99,?,12414.85,66.13,7.56,197500,?,0.0,0
?,?,951.92,?,81.0,?,7.63,4010.0,0.19,?,?,?,0.49,0.12,?,?,27.04,0.9,?,0.23,?,?,?,?,12.06,0.48,3.15,?,-0.23,1.95,0.0,1.95,?,2880.0,0.01,?,85.0,63.0,1216.55,509.9,303.52,?,4.01,?,65.86,?,460000,0.0,?,0
?,58.0,1419.69,?,90.0,40.45,?,?,0.15,?,?,?,0.37,?,0.24,63.39,22.44,0.92,0.17,?,85.22,?,422.12,?,?,?,?,?,-0.25,?,?,1.95,15.0,?,?,18.78,85.0,63.0,?,?,181.82,?,3.03,?,65.92,?,?,?,0.0,0
?,51.0,1367.76,?,136.0,?,9.96,1430.0,0.25,89.2,0.22,0.3,?,?,0.42,34.87,?,0.91,?,0.29,85.22,0.47,?,1.01,?,1.87,7.17,?,?,?,0.0,?,?,990.0,0.01,16.04,?,?,?,282.84,?,92.58,4.0,22642.97,?,7.88,127500,0.0,0.0,0
?,?,?,983.1,?,?,?,1460.0,?,89.0,0.18,?,0.36,?,?,?,?,?,?,?,85.22,0.49,?,?,?,?,?,-2.69,?,?,0.0,?,?,?,?,?,85.0,?,?,250.0,?,?,?,2675.75,?,7.24,?,0.0,?,0
?,?,879.04,964.36,?,?,?,3730.0,?,?,0.19,0.25,0.59,0.1,0.49,79.12,?,?,0.17,0.22,85.22,0.48,422.12,?,12.06,?,?,-2.6,-0.47,?,?,?,?,2880.0,?,?,?,63.0,827.65,604.15,368.18,?,2.25,?,65.9,?,?,?,0.0,0
?,141.0,1140.13,?,71.0,?,?,3410.0,?,103.4,0.21,?,?,?,?,?,35.75,?,?,?,?,?,?,1.01,?,1.11,7.45,-2.85,?,2.17,0.0,?,41.0,?,0.01,?,?,?,948.68,?,?,?,2.66,?,65.92,?,?,?,?,0
?,57.0,1155.16,?,176.0,?,?,1970.0,?,?,0.23,?,?,0.2,0.21,41.22,?,0.86,0.23,0.28,85.22,?,?,1.01,12.06,0.24,?,?,?,1.93,?,?,?,1710.0,?,27.23,85.0,63.0,602.08,?,?,?,3.07,11446.53,66.36,?,?,?,?,0
105.0,79.0,836.44,1179.77,?,?,8.45,2870.0,?,?,?,0.29,0.52,?,?,39.56,20.6,?,?,0.27,?,?,422.12,?,?,?,3.3,-2.68,?,?,0.0,2.17,?,?,0.01,41.71,?,63.0,?,?,?,133.55,?,?,65.99,?,?,?,?,0
106.0,?,988.77,?,?,40.35,5.95,?,?,?,?,?,0.5,?,0.37,83.07,28.54,0.92,?,0.21,85.22,?,422.12,?,?,-0.02,?,-2.93,-0.45,1.94,?,1.94,29.0,1800.0,0.01,?,85.0,63.0,?,?,?,127.66,?,?,65.91,?,?,?,0.0,0
?,?,1027.77,828.01,?,?,?,?,?,88.4,?,?,?,?,?,134.65,24.2,0.9,?,?,85.22,?,?,?,?,?,?,-2.84,-0.45,?,0.0,?,23.0,1350.0,?,?,?,63.0,492.44,?,240.57,?,?,4856.54,65.85,?,?,0.0,?,0
?,59.0,810.47,933.86,?,?,?,1380.0,0.18,?,?,?,0.3,0.16,?,?,?,?,?,?,?,0.46,422.12,?,?,?,4.1,-2.14,?,?,0.0,2.17,17.0,?,0.01,?,?,63.0,360.56,?,272.97,?,1.32,?,65.87,7.03,?,?,?,0
111.0,?,?,?,55.0,?,6.33,?,?,?,?,0.26,?,0.12,0.47,124.78,28.88,0.94,?,?,85.22,?,422.12,1.01,?,?,1.8,?,-0.5,?,?,?,20.0,?,?,17.08,85.0,63.0,651.92,?,?,71.59,?,6015.91,65.9,7.47,?,0.0,?,0
?,56.0,1325.0,961.36,59.0,41.02,?,1630.0,?,?,?,0.28,?,?,?,110.49,?,?,?,?,?,?,422.12,?,?,?,7.05,-3.21,?,1.95,0.0,1.95,?,?,0.01,18.98,85.0,?,?,291.55,172.98,85.03,2.73,?,?,7.59,140000,0.0,0.0,0
114.0,?,792.93,820.69,149.0,?,?,4750.0,0.18,?,?,0.22,0.43,0.09,0.35,95.0,?,?,?,?,?,0.48,?,?,?,?,3.98,?,?,?,?,2.18,?,3510.0,0.01,?,?,63.0,?,?,?,198.26,?,7077.83,65.82,7.05,?,?,?,0
115.0,57.0,1109.93,?,14.0,37.37,7.11,1530.0,?,93.1,0.23,0.29,?,0.2,?,37.81,?,?,0.2,0.27,?,?,?,?,?,?,4.69,?,?,?,0.0,?,?,1080.0,0.01,16.43,85.0,63.0,304.14,269.26,195.56,45.91,?,11468.94,66.33,7.05,?,0.0,?,0
117.0,?,1398.26,?,153.0,?,?,?,0.23,133.7,0.22,0.28,0.71,?,0.58,?,?,0.97,?,?,85.22,?,422.12,1.01,?,?,3.74,-2.45,?,?,?,2.17,?,?,0.01,?,85.0,?,?,670.82,?,249.44,?,15451.85,?,?,?,?,0.0,0
118.0,50.0,1400.2,?,172.0,38.98,?,1580.0,?,?,?,0.28,?,?,0.31,?,?,?,0.17,0.25,85.22,?,422.12,?,12.06,?,?,?,?,?,0.0,?,17.0,990.0,0.01,19.97,?,63.0,?,353.55,190.36,85.08,?,?,65.95,7.68,?,0.0,?,0
?,?,?,1053.15,111.0,41.98,10.65,1550.0,0.25,104.8,0.26,0.35,?,?,?,?,?,0.96,0.23,?,85.22,0.49,422.12,?,?,0.62,2.93,?,?,1.94,0.0,1.94,?,990.0,0.01,?,?,?,?,?,314.38,87.22,1.16,5305.85,66.0,?,?,0.0,0.0,0
121.0,90.0,1041.89,1117.67,?,?,8.86,1870.0,?,120.3,?,?,0.59,?,?,?,19.56,0.86,?,0.27,85.22,0.44,?,?,?,?,?,?,?,?,0.0,?,?,1350.0,0.01,?,?,?,657.65,?,272.69,99.3,?,5404.14,?,7.22,?,?,0.0,0
?,91.0,1413.71,891.77,25.0,?,9.61,2130.0,?,?,0.29,?,?,0.27,?,?,11.87,?,?,0.32,85.22,?,422.12,1.01,?,0.87,3.67,?,?,?,?,2.17,35.0,?,?,19.94,85.0,?,782.62,492.44,250.29,?,3.13,?,65.93,7.71,?,?,?,0
123.0,52.0,1438.31,?,98.0,?,?,2010.0,?,?,?,?,?,?,?,34.98,12.27,0.76,0.25,?,85.22,?,422.12,?,?,?,2.79,?,?,?,0.0,?,22.0,1260.0,?,?,85.0,?,?,?,?,58.65,4.55,?,65.97,?,?,?,0.0,0
125.0,67.0,1138.88,?,?,39.97,?,1410.0,?,118.8,?,0.24,0.41,0.13,0.29,?,34.13,0.91,?,?,85.22,?,422.12,?,12.06,?,4.26,?,?,1.94,0.0,?,?,990.0,0.01,?,?,?,494.97,?,232.34,?,2.13,?,65.95,?,?,0.0,?,0
126.0,?,?,739.4,?,?,?,?,?,?,0.17,?,?,?,0.33,111.17,?,?,?,?,85.22,?,?,?,?,2.19,12.58,-2.63,-0.34,?,0.0,?,26.0,?,0.01,22.51,85.0,63.0,764.85,?,225.49,98.14,?,9761.39,?,?,?,0.0,?,0
127.0,105.0,982.38,924.31,?,?,?,2880.0,0.17,91.1,0.16,?,?,?,?,121.05,34.22,?,?,0.19,85.22,?,?,1.01,12.06,0.1,?,-2.85,?,?,0.0,2.18,34.0,?,0.01,?,?,63.0,900.0,?,227.78,98.85,3.95,2802.5,?,?,262500,?,0.0,0
?,51.0,?,?,150.0,?,?,?,?,?,0.19,0.27,?,0.2,?,?,?,?,?,0.26,85.22,?,?,?,12.06,-0.22,2.45,?,?,?,0.0,2.17,12.0,810.0,?,?,85.0,?,?,223.61,156.97,75.36,?,3232.84,?,7.17,?,0.0,0.0,0
129.0,?,1024.37,?,?,?,?,1430.0,0.14,?,0.18,?,?,?,?,65.62,28.4,0.93,?,?,85.22,?,422.12,?,?,?,2.01,?,?,2.17,0.0,2.17,16.0,?,0.01,?,?,63.0,?,?,?,125.72,?,9942.02,66.09,?,155000,?,0.0,0
130.0,?,1113.98,965.4,?,38.57,?,?,?,?,?,?,0.69,?,0.57,99.46,?,0.88,0.22,?,85.22,0.45,?,1.01,?,?,1.44,?,-0.33,?,0.0,2.17,?,1530.0,0.01,36.8,85.0,63.0,430.12,320.16,?,92.94,?,?,65.93,7.35,?,?,?,0
131.0,59.0,?,?,73.0,?,?,?,?,?,?,?,?,?,?,?,16.53,?,?,?,85.22,?,?,?,12.06,1.06,?,-2.11,-0.36,?,0.0,?,?,1440.0,0.01,?,?,?,522.02,?,122.52,?,4.26,?,65.87,7.83,147500,?,?,0
132.0,55.0,1368.2,?,96.0,36.89,?,1730.0,0.2,79.5,?,?,?,0.21,?,?,11.53,?,0.21,0.32,85.22,0.43,422.12,1.01,?,?,10.41,?,?,?,?,2.17,?,1170.0,0.01,21.77,?,?,452.77,?,188.89,?,2.4,?,65.99,7.61,?,0.0,?,0
133.0,?,1320.64,283.59,?,38.92,6.08,1520.0,?,100.3,?,?,?,?,0.21,?,24.42,0.89,?,?,?,?,?,?,?,-0.34,2.73,?,-0.36,?,?,?,20.0,?,0.01,?,?,63.0,?,269.26,?,24.78,2.08,23021.21,65.64,?,152500,?,0.0,0
134.0,51.0,1469.75,905.53,117.0,?,?,?,0.17,?,?,?,0.48,?,?,46.68,?,0.95,?,?,85.22,?,422.12,?,12.06,1.49,5.01,?,?,2.18,0.0,2.18,?,1260.0,0.01,26.84,85.0,63.0,670.82,269.26,132.51,?,?,5494.29,65.95,?,127500,?,?,0
135.0,51.0,?,992.47,?,?,?,?,0.21,73.7,0.21,?,?,?,0.36,?,?,0.85,?,0.27,85.22,?,422.12,?,?,1.39,?,-2.96,?,1.94,0.0,?,?,1260.0,0.01,23.47,?,?,?,?,170.14,?,3.35,?,65.93,?,?,?,0.0,0
136.0,103.0,?,?,?,42.71,?,?,?,87.6,0.16,?,?,?,0.25,?,56.4,0.98,?,0.17,?,?,?,?,?,?,4.37,?,?,2.17,?,?,?,1800.0,?,?,?,63.0,?,?,?,118.66,3.85,3670.84,65.9,7.05,?,?,0.0,0
137.0,51.0,944.16,?,?,?,?,?,?,?,?,?,0.44,?,?,?,15.75,?,?,0.27,?,0.4,422.12,1.01,12.06,0.3,3.8,?,?,1.94,?,1.94,?,?,0.01,24.85,?,?,570.09,?,?,90.3,4.12,2818.37,65.92,?,127500,0.0,0.0,0
138.0,?,1355.46,?,91.0,?,?,?,0.22,?,?,0.28,?,?,?,?,19.37,0.86,?,?,85.22,?,?,?,?,0.26,?,?,?,?,?,?,?,?,?,?,85.0,?,?,550.0,305.56,136.0,2.95,5486.65,?,?,?,0.0,0.0,0
141.0,?,1038.87,?,?,?,9.75,?,0.26,131.6,?,?,0.36,0.14,?,?,?,?,?,0.25,?,?,422.12,?,?,?,?,-2.93,-0.42,2.17,?,?,25.0,?,?,18.77,?,?,738.24,583.1,346.15,?,2.13,2852.38,?,?,325000,0.0,?,0
143.0,86.0,1505.49,1077.74,?,?,10.06,2570.0,0.28,?,0.37,0.48,0.8,0.29,0.51,18.98,?,0.83,0.33,0.43,85.22,?,422.12,1.01,?,?,?,?,?,1.94,0.0,1.94,?,1620.0,0.01,30.72,?,?,610.33,?,?,76.26,?,7257.62,66.03,?,?,0.0,?,0
?,50.0,?,?,?,41.6,8.7,?,0.21,?,?,?,0.38,?,?,?,?,0.95,0.17,?,?,?,?,?,?,1.04,3.84,?,?,?,0.0,1.95,?,990.0,0.01,15.9,?,63.0,?,364.01,192.56,121.86,2.46,?,?,?,?,0.0,0.0,0
146.0,?,?,1260.37,?,?,6.66,?,0.16,93.1,0.15,?,0.35,?,0.29,?,45.19,?,?,?,85.22,?,?,?,?,0.6,?,-2.78,?,?,?,?,34.0,?,0.01,32.0,?,63.0,894.43,471.7,227.07,114.75,3.94,?,?,6.94,277500,?,0.0,0
148.0,?,963.8,?,147.0,?,10.62,?,0.31,130.4,?,0.28,0.51,?,?,?,18.41,?,?,?,?,?,?,1.01,12.06,0.08,?,-3.07,-0.39,?,0.0,2.16,?,?,0.01,23.24,85.0,?,?,500.0,?,112.31,2.88,?,66.04,7.09,?,?,?,0
150.0,?,821.42,999.41,?,?,?,2980.0,?,?,?,0.23,?,0.12,?,100.76,30.38,?,?,?,85.22,?,422.12,?,?,0.36,?,-2.51,-0.57,?,0.0,?,?,?,?,?,85.0,?,?,400.0,275.0,?,3.27,?,?,?,?,0.0,0.0,0
151.0,?,?,?,175.0,37.52,?,?,0.25,114.3,0.22,0.29,?,0.18,?,?,14.5,?,?,?,85.22,?,?,1.01,12.06,?,?,?,?,?,?,2.17,?,?,0.01,12.25,85.0,?,450.0,300.0,?,46.4,1.76,?,65.94,?,?,?,0.0,0
152.0,?,?,?,?,38.96,7.8,?,?,?,?,?,0.38,?,?,?,25.46,0.89,0.15,?,85.22,?,422.12,?,?,?,4.38,?,-0.38,?,?,?,?,1710.0,0.01,?,?,63.0,?,500.0,?,117.62,3.05,5147.43,66.02,?,?,0.0,?,0
153.0,?,897.52,873.1,?,?,?,2000.0,?,?,0.17,?,?,0.09,?,?,39.3,?,0.15,0.2,?,0.47,?,?,?,-0.1,?,-2.43,-0.28,?,?,?,26.0,1530.0,?,?,?,?,?,360.56,?,129.08,2.64,?,?,7.15,?,0.0,0.0,0
156.0,86.0,1006.87,?,?,?,?,?,?,?,0.21,?,?,?,?,50.32,18.96,?,0.18,?,85.22,?,422.12,?,?,?,?,?,?,?,0.0,?,?,?,0.01,?,?,?,700.0,400.0,250.0,?,2.8,3117.47,?,7.26,?,?,?,0
157.0,66.0,?,?,114.0,38.56,?,?,?,?,0.21,0.28,?,?,?,88.2,?,0.88,?,0.27,85.22,0.45,422.12,?,?,1.07,4.8,?,-0.29,?,0.0,1.94,?,1710.0,0.01,?,85.0,?,?,269.26,175.0,50.62,?,2604.71,?,7.22,?,?,?,0
158.0,?,?,1045.85,?,44.83,?,1810.0,?,74.6,0.14,?,0.36,?,?,?,?,?,?,?,85.22,0.53,?,?,?,?,?,-2.42,-0.2,?,?,2.17,?,1440.0,0.01,?,85.0,63.0,?,254.95,?,81.94,?,?,?,?,?,0.0,0.0,0
163.0,?,905.35,?,?,?,?,?,0.18,?,?,0.24,0.46,?,0.36,?,?,0.87,?,?,85.22,0.45,422.12,1.01,?,-0.2,?,-2.9,-0.46,?,0.0,1.94,?,?,?,?,85.0,63.0,781.02,494.97,253.38,?,?,?,65.91,7.12,?,?,?,0
165.0,50.0,?,?,?,?,7.43,?,?,?,?,?,0.47,?,?,331.37,?,?,0.19,?,85.22,?,422.12,1.01,?,?,?,?,-0.59,?,?,2.17,23.0,?,?,18.73,?,?,364.01,?,?,?,2.69,9421.38,?,7.68,?,?,0.0,0
166.0,51.0,?,?,138.0,?,?,?,0.24,?,?,?,0.51,?,?,?,11.95,0.88,?,?,?,?,?,1.01,?,2.34,9.9,?,?,?,0.0,1.94,?,?,0.01,?,85.0,63.0,?,?,188.56,?,2.25,4621.17,66.0,?,?,?,0.0,0
169.0,54.0,?,?,?,?,?,1720.0,0.2,78.5,0.23,?,?,?,0.28,?,?,?,?,?,?,?,422.12,?,?,?,2.6,-2.77,-0.22,1.94,?,1.94,20.0,?,0.01,?,?,?,696.42,?,129.39,40.66,?,2987.11,?,?,?,?,?,0
170.0,115.0,876.38,1151.03,?,?,?,2950.0,?,?,?,0.24,?,0.12,?,82.0,27.89,0.93,0.16,0.21,85.22,0.48,?,1.01,?,?,2.81,?,?,2.17,?,?,?,2160.0,0.01,?,85.0,?,806.23,471.7,?,109.67,3.04,?,?,7.03,?,0.0,0.0,0
172.0,61.0,1404.46,?,111.0,?,?,?,?,?,?,0.29,?,0.19,?,32.84,?,?,?,0.27,?,?,?,1.01,?,0.64,?,-2.92,?,?,?,2.18,?,1440.0,?,?,?,63.0,650.0,269.26,?,76.24,4.02,9229.08,65.87,?,?,?,0.0,0
174.0,?,?,?,109.0,42.38,8.41,1810.0,0.2,?,?,?,?,0.11,?,117.64,?,0.97,?,?,85.22,?,?,?,12.06,?,?,?,?,?,0.0,?,22.0,?,0.01,?,?,63.0,?,316.23,151.04,92.32,4.19,?,65.88,7.12,?,?,0.0,0
177.0,59.0,844.44,?,101.0,?,?,?,0.19,?,?,?,?,?,0.3,?,22.75,0.93,0.18,?,?,?,422.12,?,?,?,?,?,?,1.94,0.0,?,24.0,?,?,24.73,?,63.0,509.9,304.14,208.37,?,2.45,?,?,7.01,147500,?,0.0,0
179.0,?,1527.91,886.32,90.0,42.45,11.09,?,0.26,?,0.26,0.4,0.9,?,0.73,?,13.96,0.97,?,0.35,85.22,?,422.12,?,12.06,1.91,7.49,?,-0.25,?,0.0,1.95,?,1620.0,0.01,27.14,85.0,63.0,200.0,250.0,225.0,28.87,0.89,7469.27,?,7.84,?,0.0,0.0,0
180.0,56.0,1248.73,?,130.0,?,?,?,?,?,0.19,?,0.36,0.12,0.24,?,?,0.85,?,?,85.22,?,?,?,?,?,?,-2.46,-0.35,?,?,?,?,?,0.01,17.38,?,63.0,?,424.26,192.39,198.29,2.4,10328.49,66.34,7.22,140000,0.0,?,0
181.0,119.0,1094.62,?,24.0,?,9.37,?,?,107.0,0.25,0.32,?,0.19,0.31,?,15.8,0.8,?,?,85.22,0.41,?,1.01,?,?,?,?,-0.53,?,?,?,30.0,1800.0,0.01,25.98,?,63.0,?,?,302.31,131.08,2.89,3403.83,?,?,?,?,?,0
182.0,?,1483.95,899.6,139.0,38.83,10.18,?,?,112.4,?,0.34,0.61,?,?,?,?,0.89,?,?,85.22,0.46,?,?,12.06,0.9,3.38,?,-0.53,2.17,?,?,29.0,1710.0,0.01,?,85.0,63.0,?,?,327.69,165.16,1.62,5939.14,?,7.79,?,0.0,?,0
183.0,?,1340.16,?,64.0,42.45,7.88,1430.0,0.19,?,?,?,?,0.18,?,86.53,17.85,0.97,?,?,?,0.5,?,?,?,1.19,5.54,?,?,?,?,?,?,?,?,?,?,?,604.15,269.26,148.32,69.3,?,5842.59,?,?,?,?,?,0
184.0,?,1486.45,325.67,145.0,?,14.48,?,0.37,72.4,0.29,?,?,?,0.43,17.51,?,?,0.29,0.38,85.22,0.46,422.12,?,?,1.26,?,?,?,2.2,0.0,?,22.0,?,0.01,?,85.0,?,223.61,291.55,229.76,?,0.97,18324.79,65.68,?,?,0.0,?,0
186.0,?,1280.26,?,137.0,39.33,?,2120.0,0.23,86.1,?,0.29,0.46,?,0.33,83.58,24.04,0.9,?,0.25,85.22,0.46,422.12,1.01,?,1.86,7.93,?,?,?,0.0,?,?,?,?,24.63,85.0,?,707.11,424.26,?,?,3.7,?,66.33,7.26,182500,?,0.0,0
1.0,507.0,?,?,?,?,?,5340.0,0.4,133.5,0.41,0.64,?,?,0.74,?,?,?,?,0.42,126.08,?,?,-0.53,3.01,2.7,13.22,-6.38,?,?,?,?,?,?,?,40.0,?,?,?,?,0.0,?,0.0,9758.07,?,?,712968,0.0,?,0
?,6099.0,673.25,?,?,?,?,?,0.32,139.4,0.36,0.54,0.95,?,0.8,23.43,?,0.16,0.26,0.36,126.08,?,?,-0.53,3.01,1.93,?,-6.4,?,?,0.0,2.91,882.0,45630.0,0.01,441.23,?,?,0.0,?,0.0,0.0,0.0,?,?,?,?,0.0,?,0
?,32389.0,?,1210.98,?,24.62,?,?,0.4,731.7,0.31,0.37,0.92,?,0.77,25.17,18.0,?,0.23,?,126.08,?,2025.42,?,3.01,?,5.36,-7.06,?,?,0.0,?,924.0,51120.0,?,85.08,?,85.0,6740.41,8789.57,6717.01,1748.13,1.0,9422.57,?,?,?,?,0.0,0
?,7232.0,?,?,?,22.96,?,?,0.35,250.9,0.35,0.5,?,?,0.86,?,?,0.14,?,?,126.08,?,2025.42,-0.53,3.01,2.96,21.11,-7.01,-0.8,?,0.0,?,619.0,33390.0,?,161.6,133.0,?,?,?,0.0,?,0.0,?,?,?,10170000,0.0,?,0
?,?,1264.81,1404.05,?,?,?,?,0.52,414.9,0.33,0.41,0.79,?,0.65,22.12,14.23,?,0.27,0.32,126.08,?,2025.42,-0.53,?,1.95,7.83,?,-0.56,?,0.0,?,356.0,19530.0,0.0,58.01,?,?,?,?,?,0.0,0.0,?,?,?,?,?,0.0,0
6.0,154.0,?,?,174.0,?,?,2654.5,?,?,0.39,0.62,0.9,0.19,0.71,17.79,?,?,0.3,0.49,126.08,?,2025.42,-0.53,3.01,0.75,?,-6.37,?,?,?,?,?,1530.0,?,?,?,?,?,0.0,?,?,0.0,11004.75,?,?,?,?,0.0,0
7.0,225.0,?,?,178.0,?,?,?,0.32,117.0,0.49,0.7,0.92,?,0.62,19.88,?,?,?,0.47,126.08,?,2025.42,?,3.01,3.05,20.36,-6.25,?,?,?,?,?,?,0.01,23.13,?,?,?,?,0.0,?,0.0,?,?,?,?,0.0,0.0,0
8.0,84.0,273.61,1167.85,22.0,?,6.96,1130.0,0.3,?,?,0.67,0.85,0.5,?,?,8.32,?,0.33,0.52,126.08,?,2025.42,?,3.01,1.79,?,-4.78,?,?,0.0,?,?,720.0,0.01,?,?,?,?,?,?,55.93,?,13771.48,?,?,?,0.0,?,1
?,586.0,1055.46,?,151.0,?,8.29,?,?,?,0.31,0.48,0.89,0.23,0.67,?,11.29,?,?,?,?,?,?,-0.53,3.01,1.18,?,-6.74,?,?,0.0,?,?,4950.0,0.01,57.28,?,?,?,0.0,0.0,?,0.0,13553.03,?,?,?,?,?,0
?,?,867.68,1312.14,?,?,10.44,?,0.32,?,?,0.39,?,?,?,?,10.88,0.2,0.28,0.33,126.08,0.26,2025.42,-0.53,3.01,0.79,?,-7.63,?,?,0.0,?,116.0,?,?,56.83,?,?,2591.84,563.75,344.72,?,7.52,?,?,?,1042031,?,?,0
11.0,?,239.32,?,152.0,?,6.45,2213.5,?,?,0.49,0.74,1.01,0.46,?,?,10.99,?,?,0.48,126.08,?,2025.42,-0.53,?,?,?,-5.09,?,?,0.0,2.91,?,?,?,20.14,?,?,?,0.0,?,0.0,0.0,?,?,?,?,0.0,0.0,0
?,750.0,?,?,140.0,29.72,?,8684.5,?,121.4,0.29,?,0.55,0.19,?,?,?,?,0.28,0.32,?,?,2025.42,-0.53,3.01,0.98,4.17,-6.15,?,?,0.0,?,118.0,6570.0,0.01,71.51,?,?,2343.07,855.13,?,295.3,?,?,?,?,?,?,?,0
?,3624.0,?,?,90.0,37.07,11.99,?,0.32,247.0,?,0.29,?,0.15,?,25.31,?,?,0.23,?,126.08,?,2025.42,?,?,1.05,4.98,-6.31,-0.45,?,0.0,?,324.0,18270.0,0.0,83.53,?,85.0,4125.0,1650.0,1203.41,217.87,?,15587.22,?,?,5096250,?,0.0,0
?,?,1274.1,1697.37,163.0,23.77,?,?,0.45,203.6,0.43,0.57,1.09,?,0.94,23.69,14.83,0.15,?,0.37,126.08,?,2025.42,-0.53,3.01,3.36,18.94,-6.47,?,?,0.0,?,149.0,8100.0,?,?,?,?,?,?,0.0,?,0.0,10120.33,?,?,1920937,0.0,?,0
?,?,?,1889.67,137.0,?,?,3339.5,?,?,0.29,0.44,0.94,0.2,0.74,24.34,11.03,?,?,?,126.08,?,2025.42,-0.53,3.01,1.0,4.95,-6.22,?,?,?,2.91,46.0,2340.0,0.01,?,133.0,?,?,0.0,?,?,0.0,?,?,?,?,0.0,?,0
?,?,1131.87,?,?,30.22,10.8,?,0.36,90.3,0.38,0.46,0.81,?,0.61,16.92,?,?,0.32,0.42,126.08,?,?,-0.53,?,1.57,7.14,-5.84,?,?,?,?,73.0,3780.0,0.01,?,133.0,?,0.0,0.0,?,?,0.0,9232.76,?,?,438750,?,?,0
?,1982.0,?,?,138.0,?,?,?,0.45,?,0.44,0.61,1.08,0.16,0.92,19.59,9.86,0.16,0.32,?,126.08,0.2,?,-0.53,3.01,2.62,?,-6.12,?,?,?,?,369.0,20160.0,?,224.92,?,?,6773.4,1566.49,524.86,479.41,?,8984.95,?,?,?,?,?,0
?,?,?,1165.76,?,?,?,1551.5,0.25,?,0.43,0.53,?,0.35,0.34,?,7.64,?,0.32,0.43,126.08,0.19,2025.42,-0.53,?,?,3.36,?,?,?,?,2.92,?,900.0,?,?,133.0,?,450.0,?,268.75,44.75,?,14686.56,?,?,150468,0.0,0.0,1
