FICE,State,Public/private_indicator,Average_Math_SAT_score,Average_Verbal_SAT_score,Average_Combined_SAT_score,Average_ACT_score,First_quartile-Math_SAT,Third_quartile-Math_SAT,First_quartile-Verbal_SAT,Third_quartile-Verbal_SAT,First_quartile-ACT,Third_quartile-ACT,Number_of_applications_received,Number_of_applicants_accepted,Number_of_new_students_enrolled,Pct._new_students_from_top_10Perc_of_H.S._class,Pct._new_students_from_top_25Perc_of_H.S._class,Number_of_fulltime_undergraduates,Number_of_parttime_undergraduates,In-state_tuition,Out-of-state_tuition,Room_and_board_costs,Room_costs,Board_costs,Additional_fees,Estimated_book_costs,Estimated_personal_spending,Pct._of_faculty_with_Ph.D.s,Pct._of_faculty_with_terminal_degree,Student/faculty_ratio,Pct.alumni_who_donate,Instructional_expenditure_per_student,binaryClass
1144,CA,1,?,?,?,?,420.0,570.0,320.0,460.0,17.0,24.0,5945.0,3887.0,1566.0,?,60.0,11177.0,4027.0,?,5904.0,4862.0,2499.0,2363.0,1720.0,630.0,2430.0,73.0,76.0,185.0,7.0,7867.0,1
1321,CA,1,554.0,505.0,1059.0,?,490.0,620.0,440.0,580.0,?,?,10758.0,8559.0,1717.0,94.0,100.0,8713.0,607.0,?,7699.0,6081.0,6081.0,?,4110.0,633.0,1191.0,94.0,100.0,213.0,10.0,10860.0,1
1196,CA,2,452.0,432.0,884.0,?,390.0,520.0,380.0,470.0,?,?,213.0,173.0,75.0,?,?,648.0,150.0,12790.0,12790.0,6100.0,6100.0,?,250.0,650.0,2250.0,56.0,63.0,116.0,29.0,8966.0,1
10448,CA,2,589.0,583.0,1172.0,?,?,?,?,?,?,?,125.0,87.0,67.0,22.0,59.0,208.0,?,13400.0,13400.0,5200.0,?,?,?,300.0,1400.0,68.0,68.0,109.0,43.0,11513.0,0
3268,PA,2,?,?,?,?,550.0,640.0,500.0,580.0,24.0,28.0,3596.0,2466.0,575.0,42.0,78.0,1944.0,46.0,19964.0,19964.0,4328.0,2180.0,2148.0,90.0,500.0,500.0,94.0,95.0,121.0,32.0,14720.0,0
1639,IL,2,?,?,?,21.0,?,?,?,?,19.0,23.0,500.0,336.0,156.0,25.0,55.0,421.0,27.0,6500.0,6500.0,2700.0,?,?,?,500.0,1000.0,76.0,76.0,143.0,53.0,8377.0,1
2006,LA,1,?,?,?,?,?,?,?,?,15.0,18.0,4847.0,3518.0,1900.0,27.0,65.0,6567.0,261.0,1044.0,1044.0,1306.0,775.0,531.0,12.0,500.0,1200.0,46.0,44.0,246.0,?,5034.0,1
1703,IL,2,420.0,450.0,870.0,18.0,400.0,500.0,400.0,500.0,15.0,19.0,150.0,150.0,121.0,15.0,15.0,338.0,33.0,6900.0,6900.0,4851.0,4851.0,?,165.0,800.0,1500.0,24.0,35.0,159.0,?,8812.0,0
3458,SD,2,?,?,?,?,?,?,?,?,21.0,26.0,761.0,725.0,306.0,21.0,58.0,1337.0,300.0,10990.0,10990.0,3244.0,1622.0,1622.0,125.0,600.0,1021.0,66.0,70.0,104.0,30.0,6871.0,0
1561,GA,1,470.0,420.0,890.0,?,?,?,?,?,?,?,1348.0,1050.0,774.0,?,?,2873.0,1736.0,1381.0,2763.0,3375.0,3375.0,?,219.0,800.0,300.0,61.0,70.0,165.0,9.0,5332.0,1
3917,WI,1,525.0,460.0,985.0,23.0,460.0,585.0,390.0,510.0,20.0,25.0,5729.0,4520.0,1957.0,20.0,52.0,8516.0,1264.0,2208.0,6996.0,2705.0,1565.0,1140.0,1070.0,279.0,1260.0,80.0,?,193.0,28.0,6139.0,0
1577,GA,1,474.0,435.0,909.0,?,?,?,?,?,?,?,2402.0,1824.0,1161.0,?,?,5438.0,5556.0,1422.0,2844.0,?,?,?,183.0,450.0,1835.0,62.0,76.0,198.0,10.0,4907.0,1
1964,KY,2,?,?,?,22.0,?,?,?,?,20.0,26.0,727.0,693.0,286.0,30.0,55.0,1063.0,48.0,8000.0,8100.0,3950.0,1975.0,1975.0,50.0,550.0,550.0,73.0,76.0,133.0,28.0,7508.0,1
3018,OH,1,497.0,449.0,946.0,22.0,430.0,550.0,390.0,500.0,20.0,24.0,9251.0,7333.0,3076.0,14.0,45.0,13699.0,1213.0,3070.0,7452.0,3352.0,1968.0,1384.0,660.0,600.0,1700.0,81.0,89.0,211.0,14.0,6918.0,0
2440,MS,1,?,?,?,?,?,?,?,?,20.0,25.0,3844.0,3383.0,1669.0,26.0,47.0,7524.0,804.0,1996.0,4916.0,3810.0,1560.0,2250.0,548.0,600.0,550.0,81.0,86.0,203.0,14.0,6971.0,1
1873,IA,2,?,?,?,23.0,?,?,?,?,19.0,25.0,1641.0,1283.0,527.0,20.0,39.0,1663.0,170.0,11200.0,11200.0,4000.0,?,?,?,500.0,1200.0,61.0,62.0,142.0,24.0,7578.0,0
2883,NY,2,496.0,437.0,933.0,28.0,440.0,560.0,380.0,490.0,18.0,25.0,1278.0,978.0,256.0,?,?,1525.0,798.0,12680.0,12680.0,4924.0,?,?,90.0,525.0,1175.0,64.0,96.0,123.0,7.0,8344.0,0
2252,MI,2,?,?,?,?,?,?,?,?,?,?,260.0,195.0,139.0,?,?,235.0,307.0,5519.0,5519.0,2400.0,?,2400.0,255.0,500.0,500.0,85.0,85.0,129.0,?,8336.0,1
2689,NY,1,446.0,399.0,845.0,?,370.0,510.0,330.0,460.0,?,?,6189.0,3212.0,1418.0,14.0,43.0,8140.0,5947.0,2450.0,5050.0,?,1600.0,?,107.0,500.0,500.0,62.0,?,141.0,28.0,7216.0,1
1955,KY,2,514.0,465.0,979.0,22.0,?,?,?,?,?,?,1836.0,599.0,455.0,35.0,60.0,1540.0,51.0,?,?,2835.0,1355.0,1480.0,188.0,450.0,1027.0,77.0,81.0,132.0,34.0,11719.0,1
3316,PA,1,415.0,391.0,806.0,?,350.0,470.0,330.0,420.0,?,?,2746.0,1505.0,1028.0,14.0,24.0,4787.0,789.0,2278.0,6312.0,2940.0,?,2940.0,370.0,?,?,53.0,66.0,163.0,?,6912.0,1
2375,MN,1,?,?,?,20.0,?,?,?,?,18.0,22.0,1047.0,938.0,511.0,13.0,33.0,2091.0,546.0,2285.0,4285.0,2750.0,2750.0,?,365.0,600.0,1800.0,58.0,75.0,165.0,31.0,6591.0,1
2748,NY,2,?,?,?,?,480.0,590.0,420.0,510.0,23.0,27.0,1470.0,1199.0,425.0,21.0,76.0,1820.0,558.0,11040.0,11040.0,4840.0,1950.0,2890.0,320.0,400.0,900.0,89.0,92.0,133.0,28.0,8118.0,0
2590,NH,1,463.0,424.0,887.0,?,?,?,?,?,?,?,3121.0,2446.0,822.0,5.0,19.0,3480.0,776.0,2590.0,7870.0,4157.0,2727.0,1438.0,756.0,500.0,1150.0,73.0,73.0,161.0,13.0,6195.0,0
3436,SC,2,?,?,?,?,?,?,?,?,?,?,725.0,554.0,369.0,5.0,40.0,786.0,682.0,7100.0,7100.0,3500.0,3500.0,?,100.0,300.0,?,39.0,50.0,112.0,8.0,6321.0,0
3588,TX,2,?,?,?,?,?,?,?,?,?,?,478.0,416.0,259.0,15.0,35.0,1351.0,555.0,4950.0,4950.0,3136.0,1786.0,1350.0,300.0,600.0,1200.0,46.0,48.0,164.0,?,5081.0,0
3025,OH,2,524.0,486.0,1010.0,24.0,450.0,600.0,420.0,550.0,21.0,26.0,1307.0,1090.0,616.0,25.0,55.0,2196.0,82.0,7344.0,7344.0,4410.0,2370.0,2040.0,126.0,570.0,1000.0,50.0,52.0,153.0,34.0,6897.0,0
21366,WI,2,?,?,?,23.0,?,?,?,?,19.0,26.0,152.0,128.0,75.0,17.0,41.0,282.0,22.0,9100.0,9100.0,3700.0,1800.0,1900.0,90.0,500.0,1400.0,48.0,48.0,85.0,26.0,8960.0,1
1086,AR,1,368.0,326.0,694.0,16.0,?,?,?,?,?,?,1450.0,1360.0,744.0,?,?,2993.0,1020.0,1392.0,3216.0,2328.0,2328.0,?,143.0,450.0,?,47.0,48.0,162.0,?,4618.0,0
1735,IL,2,526.0,466.0,992.0,22.0,437.0,620.0,400.0,542.0,17.0,25.0,465.0,361.0,176.0,19.0,39.0,879.0,156.0,12580.0,12580.0,4345.0,2390.0,1955.0,?,400.0,970.0,76.0,79.0,131.0,24.0,10889.0,0
2415,MS,2,?,?,?,23.0,?,?,?,?,19.0,27.0,594.0,385.0,307.0,36.0,57.0,1695.0,721.0,5580.0,5580.0,2830.0,1260.0,1210.0,308.0,600.0,700.0,77.0,79.0,165.0,18.0,6170.0,0
1424,CT,2,660.0,620.0,1280.0,29.0,610.0,710.0,570.0,670.0,?,?,4772.0,1973.0,712.0,60.0,86.0,2714.0,27.0,19130.0,19130.0,5600.0,3290.0,2310.0,660.0,1400.0,1400.0,90.0,94.0,121.0,39.0,16262.0,0
1573,GA,1,446.0,404.0,850.0,20.0,360.0,500.0,330.0,450.0,17.0,21.0,860.0,716.0,330.0,?,?,1703.0,473.0,1578.0,4158.0,2415.0,1395.0,1020.0,?,?,?,50.0,85.0,181.0,?,7091.0,1
3392,PA,2,530.0,470.0,1000.0,24.0,460.0,570.0,420.0,520.0,21.0,27.0,996.0,866.0,377.0,29.0,58.0,1411.0,72.0,12065.0,12065.0,3615.0,1980.0,1635.0,595.0,430.0,685.0,62.0,78.0,125.0,41.0,8596.0,0
3869,WI,2,520.0,510.0,1030.0,20.0,?,?,?,?,?,?,235.0,217.0,121.0,12.0,32.0,931.0,487.0,8950.0,8950.0,3119.0,?,?,?,550.0,1125.0,51.0,51.0,107.0,26.0,7016.0,0
1610,HI,1,537.0,441.0,978.0,?,470.0,600.0,380.0,500.0,?,?,3580.0,2603.0,1627.0,36.0,69.0,11028.0,2411.0,1460.0,4460.0,3038.0,1808.0,1230.0,97.0,687.0,1281.0,85.0,87.0,118.0,6.0,12833.0,1
3023,OH,2,?,?,?,23.0,?,?,?,?,21.0,26.0,1747.0,1382.0,449.0,34.0,66.0,1662.0,960.0,13050.0,13050.0,4000.0,4000.0,?,135.0,500.0,800.0,64.0,69.0,121.0,27.0,9557.0,0
2848,NY,1,550.0,480.0,1030.0,24.0,480.0,570.0,450.0,550.0,23.0,26.0,8000.0,4556.0,1464.0,17.0,70.0,6943.0,869.0,2650.0,6550.0,4810.0,2830.0,1980.0,311.0,500.0,1500.0,69.0,85.0,220.0,21.0,5280.0,0
9192,NV,2,400.0,400.0,800.0,21.0,?,?,?,?,?,?,200.0,160.0,100.0,5.0,25.0,300.0,50.0,7500.0,7500.0,4500.0,2500.0,2000.0,?,500.0,?,45.0,45.0,75.0,?,?,1
1325,CA,2,514.0,463.0,977.0,21.0,450.0,590.0,390.0,520.0,20.0,25.0,2306.0,1721.0,538.0,23.0,48.0,4309.0,549.0,13226.0,13226.0,6452.0,3846.0,2606.0,100.0,750.0,2450.0,86.0,86.0,136.0,8.0,10074.0,0
1028,AL,2,?,?,?,?,?,?,?,?,?,?,686.0,427.0,242.0,?,?,746.0,123.0,4000.0,4000.0,2700.0,1250.0,1450.0,?,600.0,1000.0,35.0,?,167.0,2.0,4455.0,1
1684,IL,2,?,?,?,22.0,?,?,?,?,18.0,25.0,510.0,387.0,194.0,20.0,46.0,771.0,53.0,10310.0,10310.0,4530.0,?,?,?,400.0,800.0,57.0,61.0,143.0,16.0,8222.0,1
1460,DC,2,470.0,480.0,950.0,22.0,410.0,510.0,420.0,550.0,18.0,25.0,247.0,189.0,100.0,19.0,49.0,309.0,639.0,11412.0,11412.0,6430.0,2900.0,3530.0,150.0,500.0,900.0,89.0,93.0,83.0,37.0,11806.0,0
3638,TX,2,330.0,290.0,620.0,16.0,?,?,?,?,?,?,254.0,189.0,189.0,15.0,26.0,503.0,40.0,3605.0,3605.0,2430.0,1580.0,850.0,455.0,300.0,300.0,37.0,44.0,184.0,?,4800.0,1
3923,WI,1,?,?,?,?,?,?,?,?,?,?,?,?,?,16.0,49.0,4342.0,478.0,2304.0,7092.0,2500.0,1376.0,1124.0,?,191.0,1357.0,69.0,73.0,181.0,15.0,6460.0,1
3519,TN,2,?,?,?,?,570.0,680.0,520.0,620.0,25.0,30.0,2302.0,1831.0,391.0,58.0,82.0,1345.0,59.0,15200.0,15200.0,4768.0,2696.0,2072.0,158.0,550.0,1500.0,90.0,96.0,108.0,47.0,13388.0,0
2259,MI,1,465.0,431.0,896.0,21.0,355.0,500.0,402.0,551.0,18.0,24.0,6693.0,5423.0,2242.0,?,?,13142.0,6421.0,2482.0,6360.0,4031.0,4031.0,?,233.0,600.0,1200.0,74.0,86.0,206.0,9.0,5955.0,1
3463,SD,1,?,?,?,20.0,?,?,?,?,18.0,22.0,385.0,358.0,229.0,5.0,21.0,988.0,597.0,1323.0,3222.0,2604.0,1186.0,1418.0,?,600.0,?,47.0,53.0,194.0,?,5291.0,1
1009,AL,1,575.0,501.0,1076.0,24.0,520.0,638.0,453.0,559.0,21.0,27.0,7548.0,6791.0,3070.0,25.0,57.0,16262.0,1716.0,2100.0,6300.0,3933.0,?,?,?,600.0,1908.0,85.0,91.0,167.0,18.0,6642.0,0
3687,VT,2,440.0,440.0,880.0,?,410.0,510.0,400.0,490.0,18.0,23.0,780.0,628.0,198.0,7.0,20.0,545.0,42.0,11750.0,11750.0,2700.0,?,?,300.0,400.0,850.0,77.0,83.0,140.0,24.0,6475.0,0
2343,MN,2,487.0,443.0,930.0,23.0,?,?,?,?,20.0,25.0,672.0,596.0,278.0,29.0,60.0,1350.0,275.0,11844.0,11844.0,3696.0,?,?,75.0,450.0,1146.0,54.0,76.0,116.0,33.0,8996.0,0
1480,FL,1,?,?,?,?,?,?,?,?,?,?,4880.0,2899.0,1463.0,?,40.0,7931.0,1357.0,1749.0,6651.0,2668.0,1076.0,1592.0,80.0,600.0,?,87.0,100.0,118.0,?,7243.0,0
1313,CA,1,585.0,485.0,1070.0,24.0,520.0,650.0,420.0,560.0,21.0,27.0,16343.0,11399.0,3124.0,95.0,100.0,15429.0,1888.0,?,7699.0,5285.0,?,?,4374.0,841.0,2374.0,?,98.0,145.0,11.0,15873.0,0
2846,NY,1,537.0,479.0,1016.0,24.0,476.0,590.0,423.0,560.0,?,?,8399.0,3609.0,656.0,19.0,53.0,4658.0,1478.0,2650.0,6550.0,4240.0,1790.0,2450.0,271.0,550.0,1500.0,85.0,93.0,153.0,8.0,6608.0,1
6968,VA,1,?,?,?,?,590.0,710.0,520.0,630.0,?,?,15849.0,5384.0,2678.0,74.0,95.0,11278.0,114.0,3724.0,12212.0,3792.0,1816.0,1976.0,756.0,500.0,1000.0,90.0,92.0,95.0,22.0,13597.0,0
2233,MA,2,660.0,540.0,1200.0,28.0,600.0,700.0,490.0,590.0,?,?,2768.0,2314.0,682.0,49.0,86.0,2802.0,86.0,15884.0,15884.0,5370.0,2790.0,2580.0,346.0,530.0,730.0,92.0,94.0,152.0,34.0,10774.0,0
2141,MA,2,627.0,573.0,1200.0,?,590.0,670.0,550.0,640.0,?,?,2994.0,1691.0,659.0,70.0,95.0,2675.0,22.0,18000.0,18000.0,6300.0,6300.0,?,355.0,400.0,900.0,92.0,96.0,113.0,55.0,12138.0,0
30431,NH,2,526.0,540.0,1066.0,25.0,?,?,?,?,?,?,35.0,35.0,22.0,?,?,59.0,?,7200.0,7200.0,5200.0,?,?,?,600.0,1300.0,80.0,80.0,118.0,81.0,8100.0,1
2347,MN,2,?,?,?,?,?,?,?,?,17.0,23.0,281.0,266.0,139.0,13.0,29.0,1049.0,181.0,10500.0,10500.0,3750.0,?,?,?,450.0,950.0,69.0,75.0,128.0,18.0,6955.0,1
3049,OH,2,540.0,510.0,1050.0,24.0,480.0,590.0,430.0,560.0,21.0,27.0,922.0,729.0,244.0,37.0,66.0,1000.0,275.0,14067.0,14067.0,4560.0,?,?,270.0,400.0,1000.0,75.0,95.0,106.0,34.0,12165.0,0
1666,IL,2,?,?,?,23.0,?,?,?,?,20.0,26.0,528.0,403.0,186.0,22.0,56.0,1168.0,145.0,9216.0,9216.0,4191.0,4191.0,?,80.0,400.0,1000.0,56.0,64.0,121.0,13.0,7309.0,0
3150,OK,2,?,?,?,19.0,?,?,?,?,16.0,21.0,1782.0,1695.0,1238.0,15.0,39.0,3302.0,2686.0,1640.0,4017.0,2400.0,?,?,?,650.0,1850.0,55.0,55.0,199.0,?,3823.0,1
3831,WV,2,479.0,433.0,912.0,22.0,410.0,520.0,380.0,490.0,19.0,24.0,903.0,755.0,213.0,15.0,49.0,971.0,305.0,10500.0,10500.0,4545.0,2100.0,2445.0,?,600.0,600.0,66.0,71.0,141.0,27.0,7494.0,0
1314,CA,1,574.0,455.0,1029.0,?,510.0,640.0,390.0,510.0,?,?,15698.0,10775.0,2478.0,85.0,100.0,12677.0,864.0,4325.0,12024.0,5302.0,?,?,?,790.0,1818.0,96.0,96.0,161.0,11.0,15934.0,0
2016,LA,2,540.0,510.0,1050.0,25.0,480.0,590.0,440.0,570.0,23.0,27.0,1891.0,1698.0,719.0,24.0,80.0,2740.0,761.0,11100.0,11100.0,5870.0,2980.0,2890.0,190.0,600.0,750.0,77.0,88.0,117.0,14.0,9456.0,1
7948,DE,2,?,?,?,?,?,?,?,?,?,?,1275.0,1275.0,635.0,?,?,615.0,1047.0,5340.0,5340.0,?,?,?,50.0,400.0,2000.0,46.0,46.0,125.0,?,5992.0,1
2563,NE,2,?,?,?,?,?,?,?,?,18.0,24.0,355.0,304.0,168.0,?,?,447.0,111.0,8760.0,8760.0,2690.0,1540.0,1150.0,?,550.0,1800.0,48.0,48.0,85.0,36.0,9416.0,1
1620,ID,1,?,?,?,21.0,?,?,?,?,18.0,23.0,1989.0,1627.0,1137.0,?,40.0,6547.0,2464.0,?,4500.0,2980.0,?,?,1500.0,500.0,1575.0,67.0,90.0,165.0,7.0,6266.0,1
3688,VT,1,436.0,412.0,848.0,?,?,?,?,?,?,?,833.0,669.0,279.0,3.0,13.0,1224.0,345.0,3312.0,7656.0,4690.0,2598.0,2092.0,585.0,500.0,624.0,80.0,91.0,144.0,15.0,6564.0,1
3179,OK,1,?,?,?,20.0,?,?,?,?,?,?,818.0,700.0,447.0,20.0,50.0,2962.0,651.0,1500.0,3738.0,2619.0,?,?,?,450.0,1022.0,55.0,59.0,196.0,9.0,4444.0,1
1586,GA,2,570.0,549.0,1119.0,27.0,510.0,630.0,490.0,610.0,24.0,30.0,792.0,649.0,186.0,56.0,87.0,769.0,377.0,12900.0,12900.0,4340.0,4340.0,?,60.0,600.0,4110.0,91.0,95.0,131.0,27.0,8568.0,0
3749,VA,1,?,?,?,?,470.0,570.0,420.0,520.0,?,?,5653.0,4326.0,1727.0,17.0,29.0,9528.0,3822.0,4044.0,10800.0,4840.0,3150.0,1690.0,25.0,580.0,1050.0,93.0,96.0,193.0,7.0,6751.0,1
2572,NH,2,443.0,440.0,883.0,20.0,390.0,500.0,385.0,485.0,18.0,20.0,910.0,776.0,208.0,?,?,618.0,40.0,14090.0,14090.0,5395.0,2980.0,2415.0,?,400.0,1000.0,?,75.0,129.0,30.0,10802.0,0
2657,NM,1,?,?,?,22.0,?,?,?,?,19.0,25.0,4119.0,3200.0,1663.0,?,?,9673.0,3481.0,1980.0,6432.0,3148.0,1588.0,1580.0,?,550.0,1066.0,76.0,?,196.0,?,6106.0,1
1827,IN,1,440.0,450.0,890.0,22.0,?,?,?,?,?,?,?,?,?,?,?,3831.0,4186.0,2374.0,5521.0,?,?,?,30.0,490.0,?,?,?,?,?,?,0
8848,FL,2,403.0,359.0,762.0,17.0,330.0,450.0,310.0,410.0,14.0,19.0,400.0,280.0,134.0,?,?,397.0,62.0,6200.0,6200.0,3270.0,1500.0,1770.0,380.0,320.0,?,53.0,53.0,144.0,11.0,7774.0,1
3359,PA,2,453.0,400.0,853.0,20.0,390.0,520.0,340.0,450.0,17.0,23.0,907.0,771.0,387.0,?,?,2621.0,1808.0,6540.0,6540.0,4326.0,2454.0,1872.0,330.0,500.0,1000.0,58.0,58.0,185.0,7.0,5266.0,1
1481,FL,1,528.0,462.0,990.0,22.0,470.0,585.0,415.0,525.0,20.0,24.0,3181.0,2089.0,826.0,?,?,6035.0,6414.0,1800.0,6700.0,4060.0,1940.0,2120.0,?,600.0,2270.0,90.0,94.0,156.0,2.0,8717.0,1
2976,NC,1,499.0,457.0,956.0,?,450.0,550.0,400.0,500.0,?,?,5191.0,4134.0,1500.0,15.0,44.0,7532.0,1847.0,931.0,8677.0,3505.0,1715.0,1790.0,958.0,600.0,1300.0,75.0,94.0,155.0,17.0,7392.0,1
1591,GA,2,?,?,?,?,430.0,570.0,380.0,520.0,19.0,25.0,540.0,445.0,165.0,23.0,70.0,1115.0,111.0,7210.0,7210.0,3600.0,?,?,110.0,500.0,2000.0,62.0,65.0,132.0,18.0,7356.0,1
2639,NJ,2,652.0,521.0,1173.0,?,600.0,710.0,450.0,600.0,?,?,1768.0,1249.0,380.0,51.0,93.0,1263.0,11.0,16900.0,16900.0,5680.0,5680.0,?,635.0,450.0,750.0,89.0,89.0,190.0,33.0,12837.0,0
3051,OH,1,462.0,424.0,886.0,21.0,390.0,520.0,360.0,480.0,18.0,23.0,9210.0,3040.0,7425.0,10.0,30.0,15615.0,3230.0,3927.0,7854.0,3666.0,?,?,?,500.0,1350.0,81.0,86.0,208.0,?,6397.0,1
3636,TX,2,?,?,?,?,460.0,600.0,420.0,540.0,21.0,27.0,4095.0,3079.0,1195.0,33.0,64.0,5064.0,660.0,8490.0,8490.0,3320.0,1920.0,1400.0,990.0,650.0,2400.0,81.0,93.0,148.0,23.0,9158.0,0
2107,MD,2,484.0,436.0,920.0,?,430.0,530.0,380.0,480.0,?,?,823.0,347.0,237.0,?,52.0,1055.0,803.0,7400.0,7400.0,?,?,?,90.0,600.0,2910.0,39.0,43.0,102.0,33.0,5287.0,0
3896,WI,1,?,?,?,22.0,?,?,?,?,21.0,25.0,5244.0,3782.0,1930.0,12.0,37.0,11561.0,7443.0,2771.0,8786.0,2964.0,1964.0,1000.0,?,570.0,1980.0,79.0,87.0,159.0,8.0,8094.0,1
2346,MN,2,541.0,490.0,910.0,24.0,?,?,?,?,?,?,2007.0,1808.0,829.0,30.0,61.0,2917.0,82.0,10110.0,10110.0,3165.0,1760.0,1405.0,100.0,450.0,800.0,?,69.0,134.0,46.0,8129.0,0
2506,MO,2,?,?,?,?,480.0,620.0,420.0,550.0,21.0,27.0,3294.0,2855.0,956.0,44.0,67.0,4576.0,1140.0,11690.0,11690.0,4730.0,2300.0,2430.0,80.0,800.0,6800.0,84.0,94.0,46.0,19.0,18367.0,0
1140,CA,1,?,?,?,?,?,?,?,?,?,?,5609.0,2756.0,1268.0,?,?,9358.0,5222.0,1788.0,7454.0,2900.0,2900.0,?,119.0,577.0,?,53.0,58.0,204.0,?,8145.0,1
1833,IN,2,494.0,423.0,917.0,22.0,430.0,580.0,370.0,480.0,20.0,26.0,920.0,684.0,225.0,24.0,42.0,815.0,222.0,11200.0,11200.0,4250.0,4250.0,?,330.0,600.0,950.0,55.0,60.0,148.0,19.0,7360.0,0
2989,ND,1,?,?,?,21.0,?,?,?,?,?,?,434.0,412.0,319.0,10.0,30.0,1376.0,237.0,1681.0,4486.0,2146.0,846.0,1300.0,176.0,600.0,2000.0,50.0,64.0,165.0,28.0,4525.0,1
1328,CA,2,592.0,498.0,1090.0,25.0,520.0,660.0,430.0,570.0,22.0,28.0,12229.0,8498.0,2477.0,45.0,71.0,13259.0,1429.0,17230.0,17230.0,6482.0,3566.0,2916.0,330.0,600.0,2210.0,90.0,94.0,114.0,10.0,17007.0,0
10115,TX,1,484.0,423.0,907.0,21.0,430.0,583.0,371.0,477.0,?,?,4217.0,3100.0,1686.0,17.0,46.0,9375.0,5457.0,672.0,4104.0,5376.0,5376.0,?,768.0,452.0,1200.0,94.0,100.0,253.0,3.0,4329.0,1
2092,MD,2,?,?,?,?,530.0,660.0,580.0,680.0,?,?,323.0,278.0,122.0,31.0,51.0,393.0,4.0,16150.0,16150.0,5450.0,5450.0,?,200.0,275.0,800.0,63.0,72.0,72.0,26.0,15622.0,0
2105,MD,1,578.0,505.0,1083.0,23.0,510.0,640.0,440.0,560.0,?,?,4269.0,2594.0,985.0,27.0,57.0,6476.0,2592.0,3338.0,8594.0,4408.0,1930.0,2478.0,?,494.0,2768.0,82.0,88.0,184.0,6.0,7618.0,1
2340,MN,2,?,?,?,?,610.0,710.0,560.0,670.0,27.0,31.0,2694.0,1579.0,489.0,75.0,93.0,1870.0,12.0,19292.0,19292.0,3957.0,1623.0,2334.0,126.0,550.0,550.0,81.0,93.0,104.0,60.0,17960.0,0
2184,MA,1,467.0,424.0,891.0,?,410.0,510.0,370.0,460.0,?,?,2857.0,2090.0,577.0,5.0,20.0,2879.0,1412.0,1408.0,5542.0,4030.0,2330.0,1700.0,1826.0,450.0,1555.0,?,?,147.0,26.0,4861.0,1
1840,IN,2,650.0,570.0,1220.0,?,620.0,720.0,540.0,640.0,?,?,7700.0,3700.0,1906.0,79.0,96.0,7671.0,30.0,16850.0,16850.0,4400.0,4400.0,?,147.0,600.0,1350.0,96.0,92.0,131.0,46.0,13936.0,0
2301,MI,1,?,?,?,?,?,?,?,?,18.0,23.0,4519.0,3844.0,1432.0,?,25.0,6261.0,1634.0,2076.0,3880.0,3908.0,?,?,50.0,400.0,1165.0,59.0,67.0,220.0,20.0,6886.0,1
2145,MA,2,512.0,468.0,980.0,?,440.0,580.0,410.0,530.0,?,?,516.0,409.0,200.0,17.0,40.0,1238.0,30.0,8770.0,8770.0,3500.0,3500.0,?,590.0,450.0,700.0,58.0,58.0,173.0,17.0,6430.0,0
1926,KS,1,?,?,?,21.0,?,?,?,?,?,?,1419.0,1313.0,813.0,11.0,30.0,4469.0,499.0,1778.0,5424.0,3000.0,3000.0,?,?,300.0,2000.0,52.0,52.0,232.0,?,1834.0,1
3692,VT,2,?,?,?,20.0,430.0,560.0,390.0,490.0,20.0,25.0,1743.0,1625.0,626.0,8.0,29.0,1862.0,382.0,14134.0,14134.0,5270.0,?,5270.0,?,500.0,800.0,71.0,74.0,131.0,22.0,9209.0,0
2939,NC,2,392.0,365.0,757.0,?,330.0,450.0,300.0,420.0,?,?,545.0,529.0,216.0,4.0,20.0,620.0,37.0,3807.0,?,1560.0,702.0,858.0,458.0,200.0,625.0,50.0,54.0,132.0,10.0,6795.0,0
2847,NY,1,509.0,463.0,972.0,22.0,450.0,540.0,400.0,480.0,20.0,23.0,7500.0,4350.0,872.0,?,?,4627.0,483.0,2650.0,6550.0,4952.0,2300.0,2652.0,250.0,500.0,1350.0,70.0,70.0,171.0,13.0,6111.0,1
3752,VA,2,427.0,410.0,837.0,19.0,?,?,?,?,?,?,411.0,354.0,138.0,14.0,42.0,495.0,61.0,8170.0,8170.0,3980.0,3980.0,?,100.0,600.0,3000.0,32.0,65.0,123.0,?,?,1
1678,IL,2,?,?,?,22.0,?,?,?,?,?,?,560.0,454.0,113.0,36.0,56.0,484.0,16.0,10955.0,10955.0,3450.0,1915.0,1535.0,150.0,330.0,670.0,62.0,87.0,106.0,31.0,9552.0,1
3969,MN,1,568.0,484.0,1052.0,23.0,500.0,650.0,420.0,550.0,20.0,26.0,11054.0,6397.0,3524.0,26.0,55.0,16502.0,21836.0,3171.0,8949.0,3744.0,1498.0,2246.0,414.0,714.0,2910.0,88.0,90.0,122.0,37.0,16122.0,1
1065,AK,1,?,?,?,?,?,?,?,?,?,?,146.0,117.0,89.0,4.0,24.0,492.0,1849.0,1742.0,5226.0,4764.0,2514.0,2250.0,34.0,500.0,1162.0,39.0,51.0,95.0,?,9584.0,1
1063,AK,1,499.0,462.0,961.0,22.0,?,?,?,?,?,?,1852.0,1427.0,928.0,?,?,3885.0,4519.0,1742.0,5226.0,3590.0,1800.0,1790.0,155.0,650.0,2304.0,67.0,?,100.0,8.0,11935.0,0
